year_region,CF_PV,perc_PV,CF_WT,perc_WT
UKF2-1986,0.114668014,0.29,0.353773059,0.90
UKF2-1987,0.103467718,0.09,0.246946575,0.63
UKF2-1988,0.109598793,0.17,0.30407525,0.79
UKF2-1989,0.120196621,0.44,0.275096119,0.71
UKF2-1990,0.120214074,0.44,0.342828881,0.88
UKF2-1991,0.112402824,0.23,0.278526598,0.72
UKF2-1992,0.113662756,0.26,0.306948884,0.80
UKF2-1993,0.107300115,0.14,0.290927055,0.76
UKF2-1994,0.113371267,0.25,0.328231849,0.85
UKF2-1995,0.120684137,0.45,0.298044863,0.78
UKF2-1996,0.110651552,0.19,0.284158015,0.74
UKF2-1997,0.11395025,0.27,0.266246918,0.69
UKF2-1998,0.106891433,0.13,0.317921689,0.83
UKF2-1999,0.117684159,0.37,0.316827854,0.83
UKF2-2000,0.110477096,0.19,0.31238627,0.81
UKF2-2001,0.115417853,0.31,0.261967352,0.67
UKF2-2002,0.110712334,0.19,0.284469749,0.74
UKF2-2003,0.125366938,0.55,0.252401712,0.64
UKF2-2004,0.112418551,0.23,0.278372154,0.72
UKF2-2005,0.110278881,0.19,0.282427397,0.73
UKF2-2006,0.113423053,0.25,0.288402511,0.75
UKF2-2007,0.116243424,0.33,0.285728653,0.74
UKF2-2008,0.110429791,0.19,0.313796107,0.82
UKF2-2009,0.115358384,0.30,0.278735274,0.72
UKF2-2010,0.114344325,0.28,0.223211187,0.52
UKF2-2011,0.118276718,0.38,0.29276016,0.76
UKF2-2012,0.108133654,0.15,0.271245446,0.70
UKF2-2013,0.107055054,0.14,0.284056164,0.74
UKF2-2014,0.117910009,0.37,0.286921119,0.75
UKF2-2015,0.11671159,0.34,0.321492123,0.84
UKF3-1986,0.115489032,0.31,0.417183219,0.97
UKF3-1987,0.105333687,0.11,0.310294406,0.81
UKF3-1988,0.110644714,0.19,0.36755066,0.92
UKF3-1989,0.119901516,0.43,0.335730822,0.87
UKF3-1990,0.12018254,0.44,0.398346119,0.95
UKF3-1991,0.113111957,0.25,0.33582226,0.87
UKF3-1992,0.116449307,0.33,0.37227015,0.92
UKF3-1993,0.107865491,0.15,0.356441438,0.90
UKF3-1994,0.115244137,0.30,0.392663584,0.94
UKF3-1995,0.122307808,0.49,0.370363356,0.92
UKF3-1996,0.110599167,0.19,0.352480988,0.89
UKF3-1997,0.112229646,0.22,0.321203767,0.84
UKF3-1998,0.107747539,0.15,0.387048402,0.94
UKF3-1999,0.120246567,0.44,0.372461301,0.92
UKF3-2000,0.110505901,0.19,0.373303165,0.92
UKF3-2001,0.115545311,0.31,0.336852283,0.87
UKF3-2002,0.112563123,0.24,0.340918151,0.87
UKF3-2003,0.127063098,0.57,0.311848516,0.81
UKF3-2004,0.112986159,0.24,0.342883311,0.88
UKF3-2005,0.112128209,0.22,0.355140183,0.90
UKF3-2006,0.11401738,0.27,0.346968151,0.88
UKF3-2007,0.116204253,0.33,0.348700114,0.89
UKF3-2008,0.111636033,0.21,0.377098247,0.93
UKF3-2009,0.117846425,0.37,0.331656963,0.86
UKF3-2010,0.116690073,0.34,0.29284395,0.76
UKF3-2011,0.119940035,0.43,0.348548744,0.89
UKF3-2012,0.108442884,0.16,0.332149818,0.86
UKF3-2013,0.11043889,0.19,0.345692123,0.88
UKF3-2014,0.117673334,0.37,0.341698059,0.88
UKF3-2015,0.118962774,0.40,0.37370411,0.92
UKG1-1986,0.112928315,0.24,0.344112329,0.88
UKG1-1987,0.10610017,0.12,0.257694635,0.66
UKG1-1988,0.108905076,0.16,0.307288365,0.80
UKG1-1989,0.117747334,0.37,0.275000228,0.71
UKG1-1990,0.11946547,0.42,0.341473516,0.88
UKG1-1991,0.110293646,0.19,0.277633676,0.72
UKG1-1992,0.112627708,0.24,0.305339139,0.80
UKG1-1993,0.105852914,0.12,0.290358904,0.76
UKG1-1994,0.110181433,0.18,0.325054224,0.85
UKG1-1995,0.119932918,0.43,0.292440639,0.76
UKG1-1996,0.108973937,0.16,0.289881831,0.75
UKG1-1997,0.111702266,0.21,0.261251712,0.67
UKG1-1998,0.10710959,0.14,0.32630742,0.85
UKG1-1999,0.114311708,0.28,0.322903196,0.84
UKG1-2000,0.109791153,0.18,0.316294513,0.82
UKG1-2001,0.113855872,0.27,0.265772603,0.69
UKG1-2002,0.111495618,0.21,0.297606849,0.78
UKG1-2003,0.12296666,0.50,0.264933105,0.68
UKG1-2004,0.112376924,0.23,0.297083447,0.78
UKG1-2005,0.110387532,0.19,0.285743265,0.74
UKG1-2006,0.111135185,0.20,0.296152283,0.77
UKG1-2007,0.114750483,0.29,0.2969,0.77
UKG1-2008,0.107402688,0.14,0.328527664,0.85
UKG1-2009,0.113100197,0.25,0.290307306,0.76
UKG1-2010,0.115708521,0.31,0.230888014,0.56
UKG1-2011,0.117094088,0.35,0.301429452,0.79
UKG1-2012,0.107872443,0.15,0.280067168,0.73
UKG1-2013,0.105607729,0.12,0.290795548,0.76
UKG1-2014,0.117286163,0.36,0.283494635,0.74
UKG1-2015,0.115514389,0.31,0.331727511,0.86
UKG2-1986,0.108407734,0.15,0.344112329,0.88
UKG2-1987,0.102506258,0.08,0.257694635,0.66
UKG2-1988,0.105668251,0.12,0.307288365,0.80
UKG2-1989,0.113475728,0.25,0.275000228,0.71
UKG2-1990,0.112414292,0.23,0.341473516,0.88
UKG2-1991,0.106375978,0.13,0.277633676,0.72
UKG2-1992,0.109170566,0.16,0.305339139,0.80
UKG2-1993,0.101432764,0.07,0.290358904,0.76
UKG2-1994,0.106055743,0.12,0.325054224,0.85
UKG2-1995,0.117477877,0.36,0.292440639,0.76
UKG2-1996,0.102784328,0.08,0.289881831,0.75
UKG2-1997,0.107271379,0.14,0.261251712,0.67
UKG2-1998,0.102430974,0.08,0.32630742,0.85
UKG2-1999,0.109880975,0.18,0.322903196,0.84
UKG2-2000,0.106054178,0.12,0.316294513,0.82
UKG2-2001,0.110056656,0.18,0.265772603,0.69
UKG2-2002,0.108435443,0.16,0.297606849,0.78
UKG2-2003,0.118945287,0.40,0.264933105,0.68
UKG2-2004,0.107392071,0.14,0.297083447,0.78
UKG2-2005,0.105761604,0.12,0.285743265,0.74
UKG2-2006,0.106139707,0.12,0.296152283,0.77
UKG2-2007,0.111163174,0.20,0.2969,0.77
UKG2-2008,0.103594613,0.09,0.328527664,0.85
UKG2-2009,0.108049239,0.15,0.290307306,0.76
UKG2-2010,0.111848446,0.22,0.230888014,0.56
UKG2-2011,0.11322695,0.25,0.301429452,0.79
UKG2-2012,0.103854159,0.09,0.280067168,0.73
UKG2-2013,0.101955384,0.07,0.290795548,0.76
UKG2-2014,0.111761807,0.22,0.283494635,0.74
UKG2-2015,0.111359557,0.21,0.331727511,0.86
UKG3-1986,0.110157159,0.18,0.344112329,0.88
UKG3-1987,0.101550517,0.07,0.257694635,0.66
UKG3-1988,0.10378846,0.09,0.307288365,0.80
UKG3-1989,0.115091134,0.30,0.275000228,0.71
UKG3-1990,0.116578462,0.34,0.341473516,0.88
UKG3-1991,0.106872626,0.13,0.277633676,0.72
UKG3-1992,0.11025835,0.18,0.305339139,0.80
UKG3-1993,0.102235397,0.08,0.290358904,0.76
UKG3-1994,0.107781444,0.15,0.325054224,0.85
UKG3-1995,0.116762257,0.34,0.292440639,0.76
UKG3-1996,0.105259273,0.11,0.289881831,0.75
UKG3-1997,0.108678902,0.16,0.261251712,0.67
UKG3-1998,0.102252998,0.08,0.32630742,0.85
UKG3-1999,0.111168459,0.20,0.322903196,0.84
UKG3-2000,0.10680721,0.13,0.316294513,0.82
UKG3-2001,0.1099577,0.18,0.265772603,0.69
UKG3-2002,0.10844953,0.16,0.297606849,0.78
UKG3-2003,0.119883317,0.43,0.264933105,0.68
UKG3-2004,0.107901874,0.15,0.297083447,0.78
UKG3-2005,0.106423195,0.13,0.285743265,0.74
UKG3-2006,0.107520236,0.15,0.296152283,0.77
UKG3-2007,0.112525683,0.23,0.2969,0.77
UKG3-2008,0.10467216,0.10,0.328527664,0.85
UKG3-2009,0.111740979,0.22,0.290307306,0.76
UKG3-2010,0.113580144,0.26,0.230888014,0.56
UKG3-2011,0.115320855,0.30,0.301429452,0.79
UKG3-2012,0.105764661,0.12,0.280067168,0.73
UKG3-2013,0.102544872,0.08,0.290795548,0.76
UKG3-2014,0.114399169,0.28,0.283494635,0.74
UKG3-2015,0.112263245,0.23,0.331727511,0.86
UKH1-1986,0.119131572,0.41,0.384653196,0.93
UKH1-1987,0.109112817,0.16,0.285967466,0.74
UKH1-1988,0.113071949,0.24,0.345769923,0.88
UKH1-1989,0.123727467,0.52,0.309176826,0.81
UKH1-1990,0.126686284,0.57,0.371307648,0.92
UKH1-1991,0.118184255,0.38,0.310313927,0.81
UKH1-1992,0.120763153,0.45,0.339964936,0.87
UKH1-1993,0.112590844,0.24,0.329130251,0.85
UKH1-1994,0.116845064,0.34,0.354839384,0.90
UKH1-1995,0.125609083,0.55,0.34057226,0.87
UKH1-1996,0.113389416,0.25,0.325418602,0.85
UKH1-1997,0.119966282,0.43,0.29945411,0.78
UKH1-1998,0.111398694,0.21,0.355082991,0.90
UKH1-1999,0.122563619,0.49,0.347611416,0.89
UKH1-2000,0.11222943,0.22,0.347676457,0.89
UKH1-2001,0.118024613,0.38,0.313569406,0.82
UKH1-2002,0.114072034,0.27,0.319533219,0.83
UKH1-2003,0.131254313,0.62,0.287348402,0.75
UKH1-2004,0.115762816,0.32,0.312437045,0.81
UKH1-2005,0.114577521,0.28,0.31913105,0.83
UKH1-2006,0.117650953,0.37,0.322086301,0.84
UKH1-2007,0.119196337,0.41,0.326242466,0.85
UKH1-2008,0.115492335,0.31,0.347885246,0.89
UKH1-2009,0.121396784,0.47,0.305363584,0.80
UKH1-2010,0.117536182,0.36,0.270850685,0.70
UKH1-2011,0.122540245,0.49,0.320697831,0.84
UKH1-2012,0.111832015,0.22,0.307964367,0.80
UKH1-2013,0.112050123,0.22,0.319567009,0.83
UKH1-2014,0.122555823,0.49,0.317016667,0.83
UKH1-2015,0.120015821,0.43,0.350760845,0.89
UKH2-1986,0.11407226,0.27,0.362421233,0.91
UKH2-1987,0.105946561,0.12,0.252410822,0.64
UKH2-1988,0.111519829,0.21,0.31250123,0.81
UKH2-1989,0.121891048,0.48,0.274842192,0.71
UKH2-1990,0.124390429,0.53,0.348420411,0.89
UKH2-1991,0.115041944,0.30,0.280739863,0.73
UKH2-1992,0.113154436,0.25,0.308413934,0.80
UKH2-1993,0.109927614,0.18,0.297286575,0.78
UKH2-1994,0.114563469,0.28,0.327300274,0.85
UKH2-1995,0.123390902,0.51,0.301163014,0.79
UKH2-1996,0.115375344,0.31,0.291902459,0.76
UKH2-1997,0.119402388,0.42,0.26693863,0.69
UKH2-1998,0.109319435,0.17,0.318540822,0.83
UKH2-1999,0.119801809,0.43,0.324489041,0.84
UKH2-2000,0.110682761,0.19,0.314764481,0.82
UKH2-2001,0.116578789,0.34,0.26849726,0.69
UKH2-2002,0.111740176,0.22,0.292412877,0.76
UKH2-2003,0.128377312,0.59,0.254329589,0.65
UKH2-2004,0.112334612,0.23,0.280572404,0.73
UKH2-2005,0.113113925,0.25,0.277861096,0.72
UKH2-2006,0.115430584,0.31,0.290900411,0.76
UKH2-2007,0.118260233,0.38,0.294737945,0.77
UKH2-2008,0.111514014,0.21,0.319598907,0.83
UKH2-2009,0.118002527,0.38,0.27692137,0.72
UKH2-2010,0.114408068,0.28,0.226722603,0.53
UKH2-2011,0.120379524,0.44,0.289159589,0.75
UKH2-2012,0.110966888,0.20,0.274750956,0.71
UKH2-2013,0.107045209,0.14,0.288952603,0.75
UKH2-2014,0.120792613,0.45,0.284653562,0.74
UKH2-2015,0.116936373,0.35,0.331118904,0.86
UKH3-1986,0.119328171,0.41,0.446498733,0.99
UKH3-1987,0.10965635,0.17,0.354597021,0.90
UKH3-1988,0.115757221,0.32,0.419055225,0.97
UKH3-1989,0.125399136,0.55,0.365901781,0.91
UKH3-1990,0.128916728,0.60,0.431421575,0.98
UKH3-1991,0.119582517,0.42,0.365975548,0.91
UKH3-1992,0.120668835,0.45,0.404705635,0.96
UKH3-1993,0.115469852,0.31,0.399872979,0.95
UKH3-1994,0.118948761,0.40,0.409206062,0.96
UKH3-1995,0.128299538,0.59,0.410361473,0.96
UKH3-1996,0.11712954,0.35,0.388919775,0.94
UKH3-1997,0.125072154,0.54,0.365749418,0.91
UKH3-1998,0.114006406,0.27,0.426695137,0.97
UKH3-1999,0.125905248,0.56,0.420362158,0.97
UKH3-2000,0.114125552,0.27,0.415660656,0.96
UKH3-2001,0.120840809,0.45,0.396306678,0.95
UKH3-2002,0.115522324,0.31,0.395987979,0.95
UKH3-2003,0.133533607,0.64,0.358932329,0.90
UKH3-2004,0.116795187,0.34,0.369564652,0.92
UKH3-2005,0.117831911,0.37,0.371505103,0.92
UKH3-2006,0.119946176,0.43,0.399855205,0.95
UKH3-2007,0.123831144,0.52,0.403611884,0.95
UKH3-2008,0.11751975,0.36,0.42061332,0.97
UKH3-2009,0.124841727,0.54,0.37905524,0.93
UKH3-2010,0.118512989,0.39,0.357572158,0.90
UKH3-2011,0.125789232,0.56,0.396926096,0.95
UKH3-2012,0.115298315,0.30,0.385085553,0.93
UKH3-2013,0.111952631,0.22,0.395942979,0.95
UKH3-2014,0.126809328,0.57,0.380324281,0.93
UKH3-2015,0.121400768,0.47,0.429505171,0.98
UKI3-1986,0.113690892,0.26,0.354539612,0.90
UKI3-1987,0.104855353,0.11,0.255506735,0.66
UKI3-1988,0.109954966,0.18,0.314183288,0.82
UKI3-1989,0.121695376,0.47,0.277124658,0.72
UKI3-1990,0.124048398,0.52,0.342977626,0.88
UKI3-1991,0.113133575,0.25,0.277843379,0.72
UKI3-1992,0.11174262,0.22,0.307438297,0.80
UKI3-1993,0.109646568,0.17,0.295741096,0.77
UKI3-1994,0.112883753,0.24,0.324917808,0.85
UKI3-1995,0.124474634,0.53,0.300173288,0.78
UKI3-1996,0.115482013,0.31,0.286943078,0.75
UKI3-1997,0.121223659,0.46,0.266788242,0.69
UKI3-1998,0.10944289,0.17,0.322195205,0.84
UKI3-1999,0.118852652,0.40,0.32462363,0.85
UKI3-2000,0.108741621,0.16,0.317080373,0.83
UKI3-2001,0.115403954,0.31,0.273861758,0.71
UKI3-2002,0.11086387,0.20,0.294863927,0.77
UKI3-2003,0.128418046,0.59,0.261893607,0.67
UKI3-2004,0.110457104,0.19,0.284496699,0.74
UKI3-2005,0.113889509,0.27,0.279646347,0.73
UKI3-2006,0.113981896,0.27,0.296605137,0.77
UKI3-2007,0.119732398,0.42,0.296496119,0.77
UKI3-2008,0.112962695,0.24,0.321485883,0.84
UKI3-2009,0.121097033,0.46,0.285955251,0.74
UKI3-2010,0.113764622,0.26,0.234575457,0.57
UKI3-2011,0.122102692,0.48,0.299467808,0.78
UKI3-2012,0.113657601,0.26,0.283924977,0.74
UKI3-2013,0.106465556,0.13,0.289816781,0.75
UKI3-2014,0.123067999,0.50,0.290799658,0.76
UKI3-2015,0.117480636,0.36,0.334499201,0.86
UKI4-1986,0.113690892,0.26,0.28676758,0.74
UKI4-1987,0.104855353,0.11,0.203866096,0.42
UKI4-1988,0.109954966,0.18,0.252224613,0.64
UKI4-1989,0.121695376,0.47,0.217806735,0.49
UKI4-1990,0.124048398,0.52,0.273525571,0.71
UKI4-1991,0.113133575,0.25,0.223613927,0.52
UKI4-1992,0.11174262,0.22,0.240244763,0.60
UKI4-1993,0.109646568,0.17,0.23961484,0.60
UKI4-1994,0.112883753,0.24,0.256955251,0.66
UKI4-1995,0.124474634,0.53,0.240164041,0.60
UKI4-1996,0.115482013,0.31,0.235531762,0.58
UKI4-1997,0.121223659,0.46,0.215252968,0.48
UKI4-1998,0.10944289,0.17,0.25412774,0.65
UKI4-1999,0.118852652,0.40,0.258125571,0.66
UKI4-2000,0.108741621,0.16,0.248683515,0.63
UKI4-2001,0.115403954,0.31,0.217786758,0.49
UKI4-2002,0.11086387,0.20,0.241711187,0.61
UKI4-2003,0.128418046,0.59,0.20665274,0.43
UKI4-2004,0.110457104,0.19,0.223107923,0.52
UKI4-2005,0.113889509,0.27,0.214715525,0.48
UKI4-2006,0.113981896,0.27,0.234055023,0.57
UKI4-2007,0.119732398,0.42,0.239859817,0.60
UKI4-2008,0.112962695,0.24,0.2543676,0.65
UKI4-2009,0.121097033,0.46,0.221379224,0.51
UKI4-2010,0.113764622,0.26,0.183472032,0.31
UKI4-2011,0.122102692,0.48,0.228888014,0.55
UKI4-2012,0.113657601,0.26,0.221054986,0.51
UKI4-2013,0.106465556,0.13,0.231009132,0.56
UKI4-2014,0.123067999,0.50,0.226785046,0.53
UKI4-2015,0.117480636,0.36,0.26703105,0.69
UKI5-1986,0.114895912,0.29,0.354539612,0.90
UKI5-1987,0.106270225,0.13,0.255506735,0.66
UKI5-1988,0.111030248,0.20,0.314183288,0.82
UKI5-1989,0.122486658,0.49,0.277124658,0.72
UKI5-1990,0.12481439,0.54,0.342977626,0.88
UKI5-1991,0.114598111,0.28,0.277843379,0.72
UKI5-1992,0.112369211,0.23,0.307438297,0.80
UKI5-1993,0.110353914,0.19,0.295741096,0.77
UKI5-1994,0.114132622,0.27,0.324917808,0.85
UKI5-1995,0.125365395,0.55,0.300173288,0.78
UKI5-1996,0.116035887,0.32,0.286943078,0.75
UKI5-1997,0.121866584,0.48,0.266788242,0.69
UKI5-1998,0.110756632,0.19,0.322195205,0.84
UKI5-1999,0.120292729,0.44,0.32462363,0.85
UKI5-2000,0.110040792,0.18,0.317080373,0.83
UKI5-2001,0.11687463,0.34,0.273861758,0.71
UKI5-2002,0.112499936,0.23,0.294863927,0.77
UKI5-2003,0.129295628,0.60,0.261893607,0.67
UKI5-2004,0.111718319,0.21,0.284496699,0.74
UKI5-2005,0.114714178,0.29,0.279646347,0.73
UKI5-2006,0.114731039,0.29,0.296605137,0.77
UKI5-2007,0.11990716,0.43,0.296496119,0.77
UKI5-2008,0.11281079,0.24,0.321485883,0.84
UKI5-2009,0.12110799,0.46,0.285955251,0.74
UKI5-2010,0.11453212,0.28,0.234575457,0.57
UKI5-2011,0.121772535,0.47,0.299467808,0.78
UKI5-2012,0.113284368,0.25,0.283924977,0.74
UKI5-2013,0.106707284,0.13,0.289816781,0.75
UKI5-2014,0.122998704,0.50,0.290799658,0.76
UKI5-2015,0.117483183,0.36,0.334499201,0.86
UKI6-1986,0.114895912,0.29,0.28676758,0.74
UKI6-1987,0.106270225,0.13,0.203866096,0.42
UKI6-1988,0.111030248,0.20,0.252224613,0.64
UKI6-1989,0.122486658,0.49,0.217806735,0.49
UKI6-1990,0.12481439,0.54,0.273525571,0.71
UKI6-1991,0.114598111,0.28,0.223613927,0.52
UKI6-1992,0.112369211,0.23,0.240244763,0.60
UKI6-1993,0.110353914,0.19,0.23961484,0.60
UKI6-1994,0.114132622,0.27,0.256955251,0.66
UKI6-1995,0.125365395,0.55,0.240164041,0.60
UKI6-1996,0.116035887,0.32,0.235531762,0.58
UKI6-1997,0.121866584,0.48,0.215252968,0.48
UKI6-1998,0.110756632,0.19,0.25412774,0.65
UKI6-1999,0.120292729,0.44,0.258125571,0.66
UKI6-2000,0.110040792,0.18,0.248683515,0.63
UKI6-2001,0.11687463,0.34,0.217786758,0.49
UKI6-2002,0.112499936,0.23,0.241711187,0.61
UKI6-2003,0.129295628,0.60,0.20665274,0.43
UKI6-2004,0.111718319,0.21,0.223107923,0.52
UKI6-2005,0.114714178,0.29,0.214715525,0.48
UKI6-2006,0.114731039,0.29,0.234055023,0.57
UKI6-2007,0.11990716,0.43,0.239859817,0.60
UKI6-2008,0.11281079,0.24,0.2543676,0.65
UKI6-2009,0.12110799,0.46,0.221379224,0.51
UKI6-2010,0.11453212,0.28,0.183472032,0.31
UKI6-2011,0.121772535,0.47,0.228888014,0.55
UKI6-2012,0.113284368,0.25,0.221054986,0.51
UKI6-2013,0.106707284,0.13,0.231009132,0.56
UKI6-2014,0.122998704,0.50,0.226785046,0.53
UKI6-2015,0.117483183,0.36,0.26703105,0.69
UKJ1-1986,0.113915038,0.27,0.354539612,0.90
UKJ1-1987,0.107028032,0.14,0.255506735,0.66
UKJ1-1988,0.111223889,0.20,0.314183288,0.82
UKJ1-1989,0.121317038,0.47,0.277124658,0.72
UKJ1-1990,0.123120379,0.50,0.342977626,0.88
UKJ1-1991,0.114614053,0.28,0.277843379,0.72
UKJ1-1992,0.111347666,0.21,0.307438297,0.80
UKJ1-1993,0.109488676,0.17,0.295741096,0.77
UKJ1-1994,0.112931332,0.24,0.324917808,0.85
UKJ1-1995,0.123320323,0.51,0.300173288,0.78
UKJ1-1996,0.113921015,0.27,0.286943078,0.75
UKJ1-1997,0.117646503,0.37,0.266788242,0.69
UKJ1-1998,0.110095904,0.18,0.322195205,0.84
UKJ1-1999,0.118891726,0.40,0.32462363,0.85
UKJ1-2000,0.111022486,0.20,0.317080373,0.83
UKJ1-2001,0.116336153,0.33,0.273861758,0.71
UKJ1-2002,0.113782099,0.26,0.294863927,0.77
UKJ1-2003,0.127234584,0.58,0.261893607,0.67
UKJ1-2004,0.112825124,0.24,0.284496699,0.74
UKJ1-2005,0.112888373,0.24,0.279646347,0.73
UKJ1-2006,0.114260535,0.28,0.296605137,0.77
UKJ1-2007,0.118281435,0.38,0.296496119,0.77
UKJ1-2008,0.110852124,0.20,0.321485883,0.84
UKJ1-2009,0.117499032,0.36,0.285955251,0.74
UKJ1-2010,0.11553118,0.31,0.234575457,0.57
UKJ1-2011,0.119541857,0.42,0.299467808,0.78
UKJ1-2012,0.110538822,0.19,0.283924977,0.74
UKJ1-2013,0.10709971,0.14,0.289816781,0.75
UKJ1-2014,0.120970232,0.46,0.290799658,0.76
UKJ1-2015,0.116062035,0.32,0.334499201,0.86
UKJ2-1986,0.122288713,0.49,0.310723059,0.81
UKJ2-1987,0.11592801,0.32,0.224799658,0.52
UKJ2-1988,0.119913375,0.43,0.277599499,0.72
UKJ2-1989,0.126802505,0.57,0.235642123,0.58
UKJ2-1990,0.129362348,0.60,0.29256484,0.76
UKJ2-1991,0.120561178,0.45,0.242295205,0.61
UKJ2-1992,0.120026974,0.43,0.262008766,0.67
UKJ2-1993,0.117824479,0.37,0.261738014,0.67
UKJ2-1994,0.119524513,0.42,0.277200913,0.72
UKJ2-1995,0.130506267,0.61,0.263310046,0.68
UKJ2-1996,0.122370666,0.49,0.257943192,0.66
UKJ2-1997,0.128832203,0.60,0.235500685,0.58
UKJ2-1998,0.118456998,0.39,0.282174201,0.73
UKJ2-1999,0.127184025,0.58,0.285376027,0.74
UKJ2-2000,0.116325531,0.33,0.276167691,0.71
UKJ2-2001,0.122348027,0.49,0.243406164,0.61
UKJ2-2002,0.12056362,0.45,0.273213927,0.71
UKJ2-2003,0.133675136,0.64,0.225868379,0.53
UKJ2-2004,0.11991998,0.43,0.246742372,0.62
UKJ2-2005,0.12227092,0.48,0.231926712,0.56
UKJ2-2006,0.120876293,0.46,0.263738813,0.68
UKJ2-2007,0.126256676,0.56,0.268974772,0.69
UKJ2-2008,0.121278493,0.47,0.2776102,0.72
UKJ2-2009,0.129580118,0.60,0.245245662,0.62
UKJ2-2010,0.124998813,0.54,0.210253082,0.45
UKJ2-2011,0.127571998,0.58,0.251553539,0.64
UKJ2-2012,0.119395315,0.42,0.24682673,0.62
UKJ2-2013,0.113577639,0.26,0.255191438,0.65
UKJ2-2014,0.128889002,0.60,0.250598288,0.64
UKJ2-2015,0.1231322,0.50,0.294969178,0.77
UKJ3-1986,0.119446037,0.42,0.300315982,0.78
UKJ3-1987,0.11537043,0.30,0.218169292,0.50
UKJ3-1988,0.119747406,0.43,0.264620105,0.68
UKJ3-1989,0.125369712,0.55,0.227618151,0.54
UKJ3-1990,0.128040828,0.59,0.283137671,0.73
UKJ3-1991,0.120084266,0.44,0.23352774,0.57
UKJ3-1992,0.118030126,0.38,0.253537454,0.65
UKJ3-1993,0.115324539,0.30,0.250427397,0.64
UKJ3-1994,0.118057468,0.38,0.272371804,0.70
UKJ3-1995,0.128545508,0.59,0.251816553,0.64
UKJ3-1996,0.120227565,0.44,0.256980419,0.66
UKJ3-1997,0.124706539,0.54,0.228824087,0.55
UKJ3-1998,0.117918889,0.37,0.27303379,0.70
UKJ3-1999,0.125475662,0.55,0.278348402,0.72
UKJ3-2000,0.116735833,0.34,0.268609859,0.69
UKJ3-2001,0.120904328,0.46,0.232369635,0.56
UKJ3-2002,0.119747107,0.43,0.262256963,0.68
UKJ3-2003,0.13106742,0.62,0.226517123,0.53
UKJ3-2004,0.118366613,0.39,0.245598474,0.62
UKJ3-2005,0.120508178,0.45,0.227908904,0.54
UKJ3-2006,0.119159623,0.41,0.253237215,0.65
UKJ3-2007,0.124977803,0.54,0.260218151,0.67
UKJ3-2008,0.118679694,0.40,0.273709244,0.71
UKJ3-2009,0.124854091,0.54,0.239138128,0.60
UKJ3-2010,0.12404604,0.52,0.201734247,0.41
UKJ3-2011,0.124431963,0.53,0.244212215,0.61
UKJ3-2012,0.116218231,0.33,0.237272313,0.59
UKJ3-2013,0.11363221,0.26,0.252981963,0.65
UKJ3-2014,0.127296531,0.58,0.237640639,0.59
UKJ3-2015,0.121108805,0.46,0.285402055,0.74
UKJ4-1986,0.122929003,0.50,0.406309532,0.96
UKJ4-1987,0.114562535,0.28,0.311445034,0.81
UKJ4-1988,0.119509811,0.42,0.375393898,0.92
UKJ4-1989,0.12782263,0.58,0.322800628,0.84
UKJ4-1990,0.132147183,0.63,0.387880251,0.94
UKJ4-1991,0.122689064,0.49,0.326240183,0.85
UKJ4-1992,0.123103214,0.50,0.359765084,0.91
UKJ4-1993,0.1176869,0.37,0.354930993,0.90
UKJ4-1994,0.121060135,0.46,0.367775856,0.92
UKJ4-1995,0.129219654,0.60,0.363413299,0.91
UKJ4-1996,0.12099534,0.46,0.34708117,0.88
UKJ4-1997,0.129787204,0.61,0.323138413,0.84
UKJ4-1998,0.118617895,0.39,0.381570833,0.93
UKJ4-1999,0.12938533,0.60,0.380660674,0.93
UKJ4-2000,0.115085836,0.30,0.373158128,0.92
UKJ4-2001,0.124596549,0.53,0.347215525,0.88
UKJ4-2002,0.121839329,0.48,0.3601871,0.91
UKJ4-2003,0.136407526,0.67,0.314281564,0.82
UKJ4-2004,0.121244177,0.47,0.330960952,0.86
UKJ4-2005,0.121736769,0.47,0.325553767,0.85
UKJ4-2006,0.120334747,0.44,0.358309989,0.90
UKJ4-2007,0.125542638,0.55,0.36323145,0.91
UKJ4-2008,0.122288379,0.49,0.375653632,0.92
UKJ4-2009,0.131329234,0.62,0.336523002,0.87
UKJ4-2010,0.122603849,0.49,0.308666438,0.81
UKJ4-2011,0.128587068,0.59,0.350549829,0.89
UKJ4-2012,0.11951804,0.42,0.341449226,0.88
UKJ4-2013,0.113053621,0.24,0.351483447,0.89
UKJ4-2014,0.128579122,0.59,0.339567352,0.87
UKJ4-2015,0.12382111,0.52,0.390565354,0.94
UKK1-1986,0.11464112,0.29,0.344112329,0.88
UKK1-1987,0.110384508,0.19,0.257694635,0.66
UKK1-1988,0.113066686,0.24,0.307288365,0.80
UKK1-1989,0.121362425,0.47,0.275000228,0.71
UKK1-1990,0.123492602,0.51,0.341473516,0.88
UKK1-1991,0.115407783,0.31,0.277633676,0.72
UKK1-1992,0.114030534,0.27,0.305339139,0.80
UKK1-1993,0.11070416,0.19,0.290358904,0.76
UKK1-1994,0.112989453,0.24,0.325054224,0.85
UKK1-1995,0.123384503,0.51,0.292440639,0.76
UKK1-1996,0.114551636,0.28,0.289881831,0.75
UKK1-1997,0.116482495,0.33,0.261251712,0.67
UKK1-1998,0.111692977,0.21,0.32630742,0.85
UKK1-1999,0.118403156,0.39,0.322903196,0.84
