year_region,CF_PV,perc_PV,CF_WT,perc_WT
BE33-1993,0.113108548,0.25,0.209367123,0.45
BE33-1994,0.110150999,0.18,0.219619977,0.50
BE33-1995,0.112349981,0.23,0.209263584,0.45
BE33-1996,0.112886124,0.24,0.170185565,0.25
BE33-1997,0.120455476,0.44,0.184739612,0.32
BE33-1998,0.100918295,0.06,0.225543037,0.53
BE33-1999,0.116725144,0.34,0.222189954,0.52
BE33-2000,0.106429285,0.13,0.219494877,0.50
BE33-2001,0.111019232,0.20,0.192156963,0.36
BE33-2002,0.111470031,0.21,0.215301598,0.48
BE33-2003,0.135551227,0.66,0.164361758,0.22
BE33-2004,0.116380682,0.33,0.193119536,0.37
BE33-2005,0.112602357,0.24,0.166619064,0.23
BE33-2006,0.112829922,0.24,0.194664041,0.38
BE33-2007,0.115240138,0.30,0.2097,0.45
BE33-2008,0.108713116,0.16,0.19636612,0.38
BE33-2009,0.114687201,0.29,0.184269064,0.32
BE33-2010,0.114024708,0.27,0.158624429,0.19
BE33-2011,0.124592929,0.53,0.18135742,0.30
BE33-2012,0.109928841,0.18,0.187004668,0.33
BE33-2013,0.103025901,0.08,0.175612329,0.27
BE33-2014,0.116128695,0.32,0.185259589,0.32
BE33-2015,0.120582853,0.45,0.205127854,0.42
BE34-1986,0.117727555,0.37,0.171706279,0.25
BE34-1987,0.110226838,0.18,0.138751484,0.11
BE34-1988,0.108696694,0.16,0.166444444,0.23
BE34-1989,0.122529059,0.49,0.132443265,0.08
BE34-1990,0.117921267,0.37,0.164088813,0.22
BE34-1991,0.122690547,0.49,0.139741781,0.12
BE34-1992,0.115583941,0.31,0.150109517,0.16
BE34-1993,0.113276744,0.25,0.168942352,0.24
BE34-1994,0.109940232,0.18,0.169151484,0.24
BE34-1995,0.111747839,0.22,0.164209361,0.22
BE34-1996,0.114851779,0.29,0.137934199,0.11
BE34-1997,0.12426007,0.53,0.148131279,0.15
BE34-1998,0.103719906,0.09,0.17278653,0.26
BE34-1999,0.116638514,0.34,0.173623288,0.26
BE34-2000,0.107594526,0.15,0.165982923,0.23
BE34-2001,0.112367759,0.23,0.15400468,0.18
BE34-2002,0.113196393,0.25,0.178630936,0.29
BE34-2003,0.136361554,0.67,0.133732648,0.09
BE34-2004,0.117106933,0.35,0.148697518,0.15
BE34-2005,0.11537935,0.31,0.120464041,0.05
BE34-2006,0.113669073,0.26,0.152460845,0.17
BE34-2007,0.118753741,0.40,0.16618847,0.23
BE34-2008,0.108014146,0.15,0.158063069,0.19
BE34-2009,0.115494566,0.31,0.142220205,0.13
BE34-2010,0.115846034,0.32,0.12818379,0.07
BE34-2011,0.124504523,0.53,0.133348858,0.09
BE34-2012,0.112711762,0.24,0.145608607,0.14
BE34-2013,0.103719553,0.09,0.135383219,0.10
BE34-2014,0.11526211,0.30,0.140719863,0.12
BE34-2015,0.118808679,0.40,0.153981849,0.18
BE35-1986,0.119557716,0.42,0.262342694,0.68
BE35-1987,0.110727858,0.19,0.210544406,0.45
BE35-1988,0.110232006,0.18,0.251702983,0.64
BE35-1989,0.125387894,0.55,0.204623744,0.42
BE35-1990,0.122259755,0.48,0.259889612,0.67
BE35-1991,0.124231134,0.53,0.215118037,0.48
BE35-1992,0.116045106,0.32,0.237139003,0.59
BE35-1993,0.113818703,0.26,0.246912785,0.63
BE35-1994,0.111015005,0.20,0.257320434,0.66
BE35-1995,0.114870733,0.29,0.248399315,0.63
BE35-1996,0.116719107,0.34,0.212191257,0.46
BE35-1997,0.124675436,0.53,0.222693607,0.52
BE35-1998,0.105018264,0.11,0.262748402,0.68
BE35-1999,0.118923938,0.40,0.263114269,0.68
BE35-2000,0.108683273,0.16,0.26114071,0.67
BE35-2001,0.112266978,0.23,0.231364954,0.56
BE35-2002,0.115354241,0.30,0.258081507,0.66
BE35-2003,0.136475425,0.67,0.201596689,0.40
BE35-2004,0.118292871,0.38,0.229914731,0.55
BE35-2005,0.116369272,0.33,0.202750342,0.41
BE35-2006,0.113133433,0.25,0.235553425,0.58
BE35-2007,0.118508308,0.39,0.245334475,0.62
BE35-2008,0.111584629,0.21,0.23445321,0.57
BE35-2009,0.119064643,0.41,0.223349886,0.52
BE35-2010,0.115721902,0.31,0.195992922,0.38
BE35-2011,0.125654065,0.55,0.216590411,0.49
BE35-2012,0.112379759,0.23,0.223279485,0.52
BE35-2013,0.106151401,0.13,0.214119749,0.47
BE35-2014,0.117762392,0.37,0.225523744,0.53
BE35-2015,0.123440643,0.51,0.244861301,0.62
BG31-1986,0.148142557,0.75,0.138579338,0.11
BG31-1987,0.139755209,0.69,0.139379795,0.11
BG31-1988,0.14389797,0.72,0.164832081,0.22
BG31-1989,0.155107011,0.79,0.156158105,0.19
BG31-1990,0.156645635,0.80,0.121951598,0.05
BG31-1991,0.137420495,0.67,0.124618151,0.06
BG31-1992,0.157515261,0.81,0.160960269,0.20
BG31-1993,0.152815535,0.78,0.173307877,0.26
BG31-1994,0.148132621,0.75,0.13489589,0.09
BG31-1995,0.142303515,0.71,0.145642009,0.14
BG31-1996,0.135662177,0.66,0.121166553,0.05
BG31-1997,0.144416646,0.72,0.155885046,0.18
BG31-1998,0.143075664,0.72,0.166349772,0.23
BG31-1999,0.145594675,0.73,0.151503311,0.16
BG31-2000,0.159137271,0.82,0.146200478,0.14
BG31-2001,0.145307961,0.73,0.168722831,0.24
BG31-2002,0.139759595,0.69,0.160682192,0.20
BG31-2003,0.14842688,0.75,0.127666667,0.07
BG31-2004,0.145192646,0.73,0.148633538,0.15
BG31-2005,0.136474237,0.67,0.150948858,0.16
BG31-2006,0.1446881,0.73,0.145930137,0.14
BG31-2007,0.152777733,0.78,0.165256279,0.22
BG31-2008,0.147515727,0.75,0.147723702,0.15
BG31-2009,0.141016943,0.70,0.125036416,0.06
BG31-2010,0.135973871,0.66,0.150905251,0.16
BG31-2011,0.154610621,0.79,0.112785616,0.03
BG31-2012,0.154412945,0.79,0.15064424,0.16
BG31-2013,0.144167521,0.72,0.135870091,0.10
BG31-2014,0.133730989,0.64,0.120329566,0.05
BG31-2015,0.15159726,0.77,0.132904224,0.09
BG32-1986,0.148860453,0.76,0.162321918,0.21
BG32-1987,0.140643693,0.70,0.162367466,0.21
BG32-1988,0.145964455,0.73,0.1773676,0.28
BG32-1989,0.15555307,0.79,0.181692123,0.30
BG32-1990,0.157085438,0.81,0.151363813,0.16
BG32-1991,0.13773061,0.68,0.152964155,0.17
BG32-1992,0.154833554,0.79,0.178616576,0.29
BG32-1993,0.152477862,0.78,0.20898516,0.45
BG32-1994,0.150750951,0.77,0.170267922,0.25
BG32-1995,0.142983175,0.72,0.168907534,0.24
BG32-1996,0.138596368,0.68,0.154554417,0.18
BG32-1997,0.143422248,0.72,0.176539498,0.28
BG32-1998,0.14462016,0.73,0.202577854,0.41
BG32-1999,0.149394145,0.76,0.183786416,0.31
BG32-2000,0.159939113,0.82,0.166311931,0.23
BG32-2001,0.147901224,0.75,0.191475571,0.36
BG32-2002,0.142187856,0.71,0.192210046,0.36
BG32-2003,0.147713309,0.75,0.153621005,0.17
BG32-2004,0.14898501,0.76,0.165727687,0.22
BG32-2005,0.136248925,0.66,0.168008447,0.24
BG32-2006,0.146403882,0.74,0.155807991,0.18
BG32-2007,0.155112658,0.79,0.186443265,0.33
BG32-2008,0.1491281,0.76,0.159473816,0.20
BG32-2009,0.144533605,0.73,0.142525228,0.13
BG32-2010,0.138621131,0.68,0.166887785,0.23
BG32-2011,0.153364195,0.78,0.135727511,0.10
BG32-2012,0.151841989,0.78,0.167538821,0.23
BG32-2013,0.149442635,0.76,0.165171461,0.22
BG32-2014,0.13766446,0.68,0.168793493,0.24
BG32-2015,0.150693815,0.77,0.158401598,0.19
BG33-1986,0.149413362,0.76,0.203342352,0.42
BG33-1987,0.141888492,0.71,0.220181621,0.50
BG33-1988,0.148218346,0.75,0.227131944,0.54
BG33-1989,0.1570718,0.80,0.222011986,0.51
BG33-1990,0.158510873,0.81,0.202849087,0.41
BG33-1991,0.140420614,0.70,0.225117237,0.53
BG33-1992,0.156475635,0.80,0.245820128,0.62
BG33-1993,0.151975784,0.78,0.252902283,0.65
BG33-1994,0.153887499,0.79,0.219646575,0.50
BG33-1995,0.146444422,0.74,0.236894749,0.59
BG33-1996,0.137467943,0.67,0.233036885,0.57
BG33-1997,0.14728992,0.74,0.245260388,0.62
BG33-1998,0.145793535,0.73,0.260708904,0.67
BG33-1999,0.153752869,0.78,0.234045205,0.57
BG33-2000,0.160447871,0.82,0.227056125,0.54
BG33-2001,0.15293076,0.78,0.281898744,0.73
BG33-2002,0.146954196,0.74,0.230917694,0.56
BG33-2003,0.147681902,0.75,0.238482991,0.59
BG33-2004,0.151197234,0.77,0.236758766,0.59
BG33-2005,0.13900213,0.69,0.238985616,0.60
BG33-2006,0.147628466,0.75,0.215550228,0.48
BG33-2007,0.157284606,0.81,0.230861073,0.56
BG33-2008,0.149655562,0.76,0.221391621,0.51
BG33-2009,0.150313134,0.76,0.203961872,0.42
BG33-2010,0.143253905,0.72,0.22899589,0.55
BG33-2011,0.150954035,0.77,0.182161073,0.31
BG33-2012,0.155922081,0.80,0.23585872,0.58
BG33-2013,0.149880025,0.76,0.224203311,0.52
BG33-2014,0.138592855,0.68,0.21551347,0.48
BG33-2015,0.151019716,0.77,0.220073744,0.50
BG34-1986,0.156707446,0.80,0.185515868,0.33
BG34-1987,0.148639435,0.75,0.181932534,0.31
BG34-1988,0.151115379,0.77,0.165671676,0.22
BG34-1989,0.160259013,0.82,0.166321347,0.23
BG34-1990,0.161881374,0.83,0.167133904,0.23
BG34-1991,0.1435801,0.72,0.173362671,0.26
BG34-1992,0.161285787,0.83,0.186608948,0.33
BG34-1993,0.157753695,0.81,0.185256279,0.32
BG34-1994,0.155986886,0.80,0.170608105,0.25
BG34-1995,0.152537205,0.78,0.176306279,0.27
BG34-1996,0.142874497,0.72,0.161738843,0.20
BG34-1997,0.152060358,0.78,0.176689612,0.28
BG34-1998,0.151452497,0.77,0.183523973,0.31
BG34-1999,0.156121962,0.80,0.157351826,0.19
BG34-2000,0.164390102,0.84,0.16653791,0.23
BG34-2001,0.154875113,0.79,0.211665297,0.46
BG34-2002,0.14966324,0.76,0.143376484,0.13
BG34-2003,0.1555289,0.79,0.190941324,0.35
BG34-2004,0.156320447,0.80,0.177874317,0.29
BG34-2005,0.145610434,0.73,0.179101256,0.29
BG34-2006,0.150086976,0.76,0.174534475,0.27
BG34-2007,0.161159927,0.83,0.172654224,0.26
BG34-2008,0.153492967,0.78,0.177401639,0.28
BG34-2009,0.152490976,0.78,0.161355822,0.20
BG34-2010,0.145863435,0.73,0.170585388,0.25
BG34-2011,0.157470612,0.81,0.171722717,0.25
BG34-2012,0.162449907,0.83,0.186674636,0.33
BG34-2013,0.156109868,0.80,0.163867694,0.21
BG34-2014,0.142199013,0.71,0.138779566,0.11
BG34-2015,0.156472545,0.80,0.168484932,0.24
BG41-1986,0.155781684,0.80,0.135434247,0.10
BG41-1987,0.147533656,0.75,0.140581507,0.12
BG41-1988,0.154179295,0.79,0.142218921,0.13
BG41-1989,0.157301708,0.81,0.136313813,0.10
BG41-1990,0.157602734,0.81,0.126900228,0.07
BG41-1991,0.144104613,0.72,0.141996575,0.12
BG41-1992,0.159803568,0.82,0.153785974,0.18
BG41-1993,0.160226669,0.82,0.155513242,0.18
BG41-1994,0.155125785,0.79,0.141743151,0.12
BG41-1995,0.14599445,0.73,0.146400913,0.14
BG41-1996,0.139899416,0.69,0.13526719,0.09
BG41-1997,0.149524826,0.76,0.15640879,0.19
BG41-1998,0.150158888,0.76,0.164316781,0.22
BG41-1999,0.150720389,0.77,0.13468242,0.09
BG41-2000,0.16756843,0.86,0.134048383,0.09
BG41-2001,0.150550422,0.77,0.178833333,0.29
BG41-2002,0.141644455,0.71,0.137066667,0.10
BG41-2003,0.154767951,0.79,0.160098174,0.20
BG41-2004,0.151285583,0.77,0.148702869,0.15
BG41-2005,0.14541475,0.73,0.157067123,0.19
BG41-2006,0.148113768,0.75,0.146513356,0.14
BG41-2007,0.157328451,0.81,0.143181963,0.13
BG41-2008,0.152456189,0.78,0.137467555,0.11
BG41-2009,0.14369009,0.72,0.130580251,0.08
BG41-2010,0.141142542,0.70,0.146970434,0.15
BG41-2011,0.161336169,0.83,0.135597489,0.10
BG41-2012,0.157528044,0.81,0.161399476,0.20
BG41-2013,0.148839138,0.75,0.138671575,0.11
BG41-2014,0.142997538,0.72,0.115821347,0.04
BG41-2015,0.155046185,0.79,0.144845091,0.14
BG42-1986,0.160354211,0.82,0.135434247,0.10
BG42-1987,0.151594251,0.77,0.140581507,0.12
BG42-1988,0.156479493,0.80,0.142218921,0.13
BG42-1989,0.1625994,0.83,0.136313813,0.10
BG42-1990,0.161211969,0.83,0.126900228,0.07
BG42-1991,0.147752711,0.75,0.141996575,0.12
BG42-1992,0.164110973,0.84,0.153785974,0.18
BG42-1993,0.162147639,0.83,0.155513242,0.18
BG42-1994,0.157061834,0.80,0.141743151,0.12
BG42-1995,0.152873105,0.78,0.146400913,0.14
BG42-1996,0.144686938,0.73,0.13526719,0.09
BG42-1997,0.154588659,0.79,0.15640879,0.19
BG42-1998,0.154588543,0.79,0.164316781,0.22
BG42-1999,0.158317639,0.81,0.13468242,0.09
BG42-2000,0.170249065,0.88,0.134048383,0.09
BG42-2001,0.154638122,0.79,0.178833333,0.29
BG42-2002,0.147984697,0.75,0.137066667,0.10
BG42-2003,0.157672909,0.81,0.160098174,0.20
BG42-2004,0.157582261,0.81,0.148702869,0.15
BG42-2005,0.149570524,0.76,0.157067123,0.19
BG42-2006,0.152424999,0.78,0.146513356,0.14
BG42-2007,0.163734608,0.84,0.143181963,0.13
BG42-2008,0.156427244,0.80,0.137467555,0.11
BG42-2009,0.149538311,0.76,0.130580251,0.08
BG42-2010,0.145597059,0.73,0.146970434,0.15
BG42-2011,0.161508683,0.83,0.135597489,0.10
BG42-2012,0.159469089,0.82,0.161399476,0.20
BG42-2013,0.156453737,0.80,0.138671575,0.11
BG42-2014,0.145324795,0.73,0.115821347,0.04
BG42-2015,0.15802214,0.81,0.144845091,0.14
CH01-1986,0.134608732,0.65,0.307124201,0.80
CH01-1987,0.123656035,0.51,0.288492352,0.75
CH01-1988,0.128254431,0.59,0.305043488,0.80
CH01-1989,0.141356196,0.70,0.282723973,0.73
CH01-1990,0.139196701,0.69,0.257879909,0.66
CH01-1991,0.138085457,0.68,0.277743037,0.72
CH01-1992,0.130003226,0.61,0.260880806,0.67
CH01-1993,0.128736689,0.60,0.282892694,0.73
CH01-1994,0.124174455,0.53,0.29138105,0.76
CH01-1995,0.128660417,0.60,0.320984132,0.84
CH01-1996,0.127012894,0.57,0.324839481,0.85
CH01-1997,0.140474328,0.70,0.282593379,0.73
CH01-1998,0.136482975,0.67,0.308596918,0.80
CH01-1999,0.12704915,0.57,0.329876941,0.85
CH01-2000,0.130011884,0.61,0.304905852,0.79
CH01-2001,0.131424458,0.62,0.303600799,0.79
CH01-2002,0.127926124,0.59,0.294171347,0.77
CH01-2003,0.143641019,0.72,0.291211644,0.76
CH01-2004,0.136291103,0.66,0.321494763,0.84
CH01-2005,0.138478437,0.68,0.332686986,0.86
CH01-2006,0.134002813,0.65,0.303768265,0.79
CH01-2007,0.140547603,0.70,0.314332991,0.82
CH01-2008,0.131011965,0.62,0.304177937,0.79
CH01-2009,0.135637475,0.66,0.340818037,0.87
CH01-2010,0.132884346,0.64,0.339505936,0.87
CH01-2011,0.150967749,0.77,0.272278311,0.70
CH01-2012,0.135148849,0.65,0.340076275,0.87
CH01-2013,0.122254792,0.48,0.323021119,0.84
CH01-2014,0.131238418,0.62,0.305120662,0.80
CH01-2015,0.142436564,0.71,0.304171689,0.79
CH02-1986,0.129269239,0.60,0.21415274,0.47
CH02-1987,0.119186886,0.41,0.177663014,0.28
CH02-1988,0.123823855,0.52,0.208964481,0.44
CH02-1989,0.137749838,0.68,0.181863813,0.30
CH02-1990,0.135156556,0.65,0.199727511,0.40
CH02-1991,0.132452946,0.63,0.168918037,0.24
CH02-1992,0.125781423,0.56,0.193534039,0.37
CH02-1993,0.123014958,0.50,0.202551826,0.41
CH02-1994,0.118909533,0.40,0.215034475,0.48
CH02-1995,0.123641414,0.51,0.225297603,0.53
CH02-1996,0.122987582,0.50,0.184266621,0.32
CH02-1997,0.136936348,0.67,0.18804258,0.34
CH02-1998,0.128052062,0.59,0.227945091,0.54
CH02-1999,0.121948741,0.48,0.236089041,0.58
CH02-2000,0.12741518,0.58,0.222154485,0.51
CH02-2001,0.124223257,0.53,0.21609395,0.49
CH02-2002,0.124391366,0.53,0.204413584,0.42
CH02-2003,0.142311736,0.71,0.181237785,0.30
CH02-2004,0.128922298,0.60,0.196773566,0.38
CH02-2005,0.132292563,0.63,0.16989726,0.24
CH02-2006,0.12862286,0.60,0.197180479,0.39
CH02-2007,0.134137021,0.65,0.211084589,0.46
CH02-2008,0.124363991,0.53,0.206123065,0.43
CH02-2009,0.131010478,0.62,0.189900457,0.35
CH02-2010,0.125364089,0.55,0.191127968,0.35
CH02-2011,0.148278806,0.75,0.146445091,0.14
CH02-2012,0.131756421,0.63,0.209043488,0.45
CH02-2013,0.117003452,0.35,0.173725228,0.26
CH02-2014,0.129409382,0.60,0.177752968,0.28
CH02-2015,0.139379702,0.69,0.187314041,0.33
CH03-1986,0.127561831,0.58,0.21415274,0.47
CH03-1987,0.11751613,0.36,0.177663014,0.28
CH03-1988,0.124688774,0.53,0.208964481,0.44
CH03-1989,0.135753957,0.66,0.181863813,0.30
CH03-1990,0.135875935,0.66,0.199727511,0.40
CH03-1991,0.131122442,0.62,0.168918037,0.24
CH03-1992,0.125873463,0.56,0.193534039,0.37
CH03-1993,0.124621466,0.53,0.202551826,0.41
CH03-1994,0.119993678,0.43,0.215034475,0.48
CH03-1995,0.123886595,0.52,0.225297603,0.53
CH03-1996,0.125654613,0.55,0.184266621,0.32
CH03-1997,0.137386389,0.67,0.18804258,0.34
CH03-1998,0.129212578,0.60,0.227945091,0.54
CH03-1999,0.122682241,0.49,0.236089041,0.58
CH03-2000,0.130521787,0.61,0.222154485,0.51
CH03-2001,0.125618711,0.55,0.21609395,0.49
CH03-2002,0.127218628,0.58,0.204413584,0.42
CH03-2003,0.145417631,0.73,0.181237785,0.30
CH03-2004,0.128643075,0.60,0.196773566,0.38
CH03-2005,0.129846771,0.61,0.16989726,0.24
CH03-2006,0.128372913,0.59,0.197180479,0.39
CH03-2007,0.137170191,0.67,0.211084589,0.46
CH03-2008,0.127709398,0.58,0.206123065,0.43
CH03-2009,0.13059347,0.61,0.189900457,0.35
CH03-2010,0.124125006,0.52,0.191127968,0.35
CH03-2011,0.14687159,0.74,0.146445091,0.14
CH03-2012,0.131880051,0.63,0.209043488,0.45
CH03-2013,0.118141046,0.38,0.173725228,0.26
CH03-2014,0.1336595,0.64,0.177752968,0.28
CH03-2015,0.140865155,0.70,0.187314041,0.33
CH04-1986,0.129535183,0.60,0.21415274,0.47
CH04-1987,0.117800002,0.37,0.177663014,0.28
CH04-1988,0.125165039,0.54,0.208964481,0.44
CH04-1989,0.136246805,0.66,0.181863813,0.30
CH04-1990,0.136509126,0.67,0.199727511,0.40
CH04-1991,0.131906908,0.63,0.168918037,0.24
CH04-1992,0.127186987,0.58,0.193534039,0.37
CH04-1993,0.125778918,0.56,0.202551826,0.41
CH04-1994,0.119985608,0.43,0.215034475,0.48
CH04-1995,0.123631216,0.51,0.225297603,0.53
CH04-1996,0.123855756,0.52,0.184266621,0.32
CH04-1997,0.134524524,0.65,0.18804258,0.34
CH04-1998,0.126790104,0.57,0.227945091,0.54
CH04-1999,0.121590281,0.47,0.236089041,0.58
CH04-2000,0.129038421,0.60,0.222154485,0.51
CH04-2001,0.12547368,0.55,0.21609395,0.49
CH04-2002,0.12804366,0.59,0.204413584,0.42
CH04-2003,0.144323418,0.72,0.181237785,0.30
CH04-2004,0.127855931,0.58,0.196773566,0.38
CH04-2005,0.131728476,0.63,0.16989726,0.24
CH04-2006,0.129260284,0.60,0.197180479,0.39
CH04-2007,0.135358215,0.65,0.211084589,0.46
CH04-2008,0.128240607,0.59,0.206123065,0.43
CH04-2009,0.130644119,0.61,0.189900457,0.35
CH04-2010,0.125742587,0.55,0.191127968,0.35
CH04-2011,0.146103881,0.74,0.146445091,0.14
CH04-2012,0.132631421,0.64,0.209043488,0.45
CH04-2013,0.117598447,0.37,0.173725228,0.26
CH04-2014,0.133706204,0.64,0.177752968,0.28
CH04-2015,0.139639436,0.69,0.187314041,0.33
CH05-1986,0.129926026,0.61,0.162689041,0.21
CH05-1987,0.1180682,0.38,0.15214395,0.17
CH05-1988,0.122696228,0.50,0.183599271,0.31
CH05-1989,0.131662395,0.63,0.137748516,0.11
CH05-1990,0.12832634,0.59,0.162130251,0.21
CH05-1991,0.128304361,0.59,0.137408447,0.10
CH05-1992,0.123141064,0.51,0.164960724,0.22
CH05-1993,0.118948555,0.40,0.174644749,0.27
CH05-1994,0.119996026,0.43,0.184773516,0.32
CH05-1995,0.117727837,0.37,0.183812329,0.31
CH05-1996,0.119303702,0.41,0.116143215,0.04
CH05-1997,0.129831854,0.61,0.152383676,0.17
CH05-1998,0.124125058,0.52,0.184795662,0.32
CH05-1999,0.117573934,0.36,0.166628539,0.23
CH05-2000,0.118759466,0.40,0.155110314,0.18
CH05-2001,0.121672527,0.47,0.1590871,0.19
CH05-2002,0.121352914,0.47,0.173727968,0.26
CH05-2003,0.13471367,0.65,0.136609361,0.10
CH05-2004,0.124811685,0.54,0.155574226,0.18
CH05-2005,0.128384902,0.59,0.13814395,0.11
CH05-2006,0.128161705,0.59,0.15318105,0.17
CH05-2007,0.132114529,0.63,0.194524658,0.37
CH05-2008,0.120839284,0.45,0.153204463,0.17
CH05-2009,0.125417782,0.55,0.143557078,0.13
CH05-2010,0.120928349,0.46,0.14360274,0.13
CH05-2011,0.142026669,0.71,0.138261872,0.11
CH05-2012,0.125884207,0.56,0.144321038,0.14
CH05-2013,0.113630727,0.26,0.123324429,0.05
CH05-2014,0.119284973,0.41,0.111056849,0.03
CH05-2015,0.134226962,0.65,0.140287443,0.12
CH06-1986,0.122617038,0.49,0.188662671,0.34
CH06-1987,0.109068356,0.16,0.165146233,0.22
CH06-1988,0.114937089,0.29,0.19652163,0.38
CH06-1989,0.129463935,0.60,0.160046918,0.20
CH06-1990,0.126916191,0.57,0.181172146,0.30
CH06-1991,0.123029027,0.50,0.153404909,0.17
CH06-1992,0.117707957,0.37,0.179492372,0.29
CH06-1993,0.113892963,0.27,0.188843265,0.34
CH06-1994,0.110822156,0.20,0.200147146,0.40
CH06-1995,0.111366,0.21,0.204798288,0.42
CH06-1996,0.11388821,0.27,0.150446835,0.16
CH06-1997,0.12335608,0.51,0.170446005,0.25
CH06-1998,0.11447357,0.28,0.206611644,0.43
CH06-1999,0.113761142,0.26,0.201604452,0.40
CH06-2000,0.117102316,0.35,0.188875569,0.34
CH06-2001,0.115544086,0.31,0.18783516,0.34
CH06-2002,0.115628405,0.31,0.189311644,0.34
CH06-2003,0.1313812,0.62,0.159169292,0.20
CH06-2004,0.118917972,0.40,0.176416439,0.27
CH06-2005,0.123304328,0.51,0.154265297,0.18
CH06-2006,0.121037067,0.46,0.175424886,0.27
CH06-2007,0.124173357,0.53,0.203046233,0.41
CH06-2008,0.115162602,0.30,0.179904599,0.29
CH06-2009,0.119691678,0.42,0.166971804,0.23
CH06-2010,0.115051382,0.30,0.167604795,0.23
CH06-2011,0.139778848,0.69,0.142589384,0.13
CH06-2012,0.123102458,0.50,0.176920196,0.28
CH06-2013,0.108874888,0.16,0.148769863,0.15
CH06-2014,0.118880621,0.40,0.14464258,0.14
CH06-2015,0.128143082,0.59,0.164044178,0.21
CH07-1986,0.145462352,0.73,0.162689041,0.21
CH07-1987,0.140599586,0.70,0.15214395,0.17
CH07-1988,0.140994233,0.70,0.183599271,0.31
CH07-1989,0.150333844,0.76,0.137748516,0.11
CH07-1990,0.145047728,0.73,0.162130251,0.21
CH07-1991,0.147192877,0.74,0.137408447,0.10
CH07-1992,0.14273772,0.71,0.164960724,0.22
CH07-1993,0.141583398,0.71,0.174644749,0.27
CH07-1994,0.143074084,0.72,0.184773516,0.32
CH07-1995,0.147260311,0.74,0.183812329,0.31
CH07-1996,0.133509944,0.64,0.116143215,0.04
CH07-1997,0.15690976,0.80,0.152383676,0.17
CH07-1998,0.156894828,0.80,0.184795662,0.32
CH07-1999,0.138399914,0.68,0.166628539,0.23
CH07-2000,0.13724605,0.67,0.155110314,0.18
CH07-2001,0.148422297,0.75,0.1590871,0.19
CH07-2002,0.141787483,0.71,0.173727968,0.26
CH07-2003,0.155869991,0.80,0.136609361,0.10
CH07-2004,0.142223163,0.71,0.155574226,0.18
CH07-2005,0.151784768,0.77,0.13814395,0.11
CH07-2006,0.150338425,0.76,0.15318105,0.17
CH07-2007,0.158899288,0.82,0.194524658,0.37
CH07-2008,0.136829767,0.67,0.153204463,0.17
CH07-2009,0.148965054,0.76,0.143557078,0.13
CH07-2010,0.14234982,0.71,0.14360274,0.13
CH07-2011,0.158891073,0.82,0.138261872,0.11
CH07-2012,0.144286921,0.72,0.144321038,0.14
CH07-2013,0.1354656,0.65,0.123324429,0.05
CH07-2014,0.135980716,0.66,0.111056849,0.03
CH07-2015,0.156339612,0.80,0.140287443,0.12
CZ01-1986,0.127453199,0.58,0.236249087,0.58
CZ01-1987,0.113760444,0.26,0.215125457,0.48
CZ01-1988,0.119351843,0.41,0.258657673,0.67
CZ01-1989,0.12395261,0.52,0.221284132,0.51
CZ01-1990,0.128583602,0.59,0.245739954,0.62
CZ01-1991,0.123116436,0.50,0.212743607,0.47
CZ01-1992,0.133201269,0.64,0.237083561,0.59
CZ01-1993,0.12379288,0.52,0.255364384,0.65
CZ01-1994,0.124583267,0.53,0.258455479,0.67
CZ01-1995,0.113756374,0.26,0.253702283,0.65
CZ01-1996,0.109800254,0.18,0.185488388,0.33
CZ01-1997,0.126785051,0.57,0.215555594,0.48
CZ01-1998,0.117294491,0.36,0.263064726,0.68
CZ01-1999,0.120059026,0.44,0.22725879,0.54
CZ01-2000,0.122589953,0.49,0.222674408,0.52
