Time step,ITH5PV,ITH5WT,NO03PV,NO03WT,ES42PV,ES42WT,UKC1PV,UKC1WT
6944,0,0.028,0,0.746,0,0.116,0,0.507
6945,0,0.027,0,0.748,0,0.082,0,0.463
6946,0,0.023,0,0.746,0,0.051,0,0.399
6947,0,0.017,0,0.747,0,0.03,0,0.35
6948,0.00654,0.012,0.0036,0.719,0,0.015,0,0.309
6949,0.04762,0.007,0.13748,0.706,0.03194,0.004,0,0.29
6950,0.09935,0.006,0.29341,0.662,0.1534,0,0.05511,0.291
6951,0.13161,0.015,0.39072,0.635,0.27089,0.001,0.14346,0.308
6952,0.16273,0.024,0.43379,0.657,0.38601,0.007,0.16361,0.359
6953,0.15742,0.035,0.43299,0.7,0.57045,0.015,0.07909,0.454
6954,0.14539,0.041,0.39041,0.728,0.52078,0.027,0.08433,0.536
6955,0.12714,0.052,0.33723,0.753,0.46395,0.054,0.33222,0.584
6956,0.10486,0.043,0.26063,0.776,0.37479,0.081,0.10948,0.594
6957,0.05024,0.034,0.14918,0.796,0.32958,0.112,0.04954,0.575
6958,0.01222,0.114,0.0016,0.807,0.24294,0.133,0.03123,0.522
6959,0,0.199,0,0.807,0.08181,0.104,0,0.452
6960,0,0.259,0,0.81,0,0.101,0,0.402
6961,0,0.3,0,0.826,0,0.091,0,0.357
6962,0,0.33,0,0.839,0,0.077,0,0.346
6963,0,0.355,0,0.848,0,0.064,0,0.364
6964,0,0.359,0,0.852,0,0.046,0,0.364
6965,0,0.35,0,0.849,0,0.04,0,0.323
6966,0,0.235,0,0.84,0,0.033,0,0.278
6967,0,0.219,0,0.829,0,0.032,0,0.265
6968,0,0.196,0,0.813,0,0.031,0,0.247
6969,0,0.145,0,0.78,0,0.024,0,0.252
6970,0,0.099,0,0.72,0,0.016,0,0.235
6971,0,0.09,0,0.702,0,0.008,0,0.235
6972,0.00566,0.066,0.00723,0.631,0,0.003,0,0.225
6973,0.07463,0.042,0.17531,0.571,0.04843,0.001,0,0.204
6974,0.14704,0.03,0.35005,0.538,0.28453,0,0.05759,0.224
6975,0.23506,0.027,0.46824,0.552,0.4923,0.001,0.25549,0.32
6976,0.26386,0.026,0.54837,0.585,0.64349,0.017,0.44042,0.489
6977,0.26429,0.021,0.56878,0.636,0.73006,0.038,0.2495,0.588
6978,0.24128,0.016,0.53857,0.689,0.75897,0.072,0.05045,0.648
6979,0.2443,0.013,0.44996,0.72,0.76433,0.112,0.11712,0.713
6980,0.17647,0.011,0.31653,0.724,0.69542,0.152,0.36154,0.708
6981,0.12601,0.004,0.15299,0.675,0.55647,0.162,0.37854,0.675
6982,0.04143,0,0.00324,0.628,0.35461,0.145,0.16791,0.667
6983,0,0,0,0.577,0.1035,0.084,0,0.624
6984,0,0,0,0.508,0,0.055,0,0.569
6985,0,0,0,0.401,0,0.038,0,0.53
6986,0,0,0,0.281,0,0.027,0,0.521
6987,0,0,0,0.189,0,0.04,0,0.553
6988,0,0,0,0.135,0,0.065,0,0.583
6989,0,0,0,0.115,0,0.102,0,0.622
6990,0,0,0,0.088,0,0.149,0,0.655
6991,0,0.001,0,0.064,0,0.2,0,0.656
6992,0,0.002,0,0.044,0,0.243,0,0.62
6993,0,0.001,0,0.022,0,0.274,0,0.608
6994,0,0,0,0.006,0,0.29,0,0.609
6995,0,0,0,0.004,0,0.297,0,0.622
6996,0.00453,0,0.0093,0.001,0,0.286,0,0.666
6997,0.08519,0.001,0.1598,0.001,0.04074,0.223,0,0.727
6998,0.15445,0.005,0.34717,0.001,0.24907,0.164,0.05705,0.811
6999,0.16627,0.012,0.462,0,0.42023,0.246,0.13513,0.854
7000,0.19488,0.016,0.54657,0,0.55917,0.233,0.24272,0.844
7001,0.19215,0.012,0.56192,0.001,0.59961,0.24,0.35326,0.821
7002,0.13984,0.007,0.53294,0.001,0.5771,0.276,0.34038,0.804
7003,0.16053,0.001,0.46262,0,0.66447,0.305,0.34733,0.786
7004,0.16561,0.001,0.32901,0,0.63023,0.313,0.27516,0.76
7005,0.14105,0,0.15756,0,0.4791,0.347,0.22223,0.711
7006,0.04179,0,0.00304,0,0.26114,0.379,0.15113,0.652
7007,0,0,0,0,0.06666,0.3,0,0.571
7008,0,0,0,0,0,0.282,0,0.443
7009,0,0,0,0,0,0.304,0,0.31
7010,0,0,0,0.001,0,0.324,0,0.199
7011,0,0,0,0.008,0,0.286,0,0.125
7012,0,0.001,0,0.056,0,0.261,0,0.106
7013,0,0.001,0,0.092,0,0.255,0,0.103
7014,0,0.001,0,0.126,0,0.247,0,0.107
7015,0,0.001,0,0.131,0,0.244,0,0.111
7016,0,0,0,0.146,0,0.244,0,0.11
7017,0,0.001,0,0.164,0,0.255,0,0.099
7018,0,0.001,0,0.194,0,0.255,0,0.079
7019,0,0,0,0.227,0,0.261,0,0.064
7020,0.00706,0.001,0.00872,0.263,0,0.268,0,0.054
7021,0.08114,0,0.06214,0.301,0.02813,0.243,0,0.044
7022,0.14078,0.001,0.18525,0.346,0.19786,0.265,0.13349,0.031
7023,0.17262,0.005,0.22298,0.397,0.36217,0.409,0.30113,0.017
7024,0.17343,0.007,0.26321,0.442,0.44996,0.457,0.45812,0.018
7025,0.13034,0.01,0.26999,0.466,0.44826,0.523,0.60116,0.02
7026,0.15397,0.016,0.25286,0.484,0.41511,0.617,0.50011,0.02
7027,0.11645,0.056,0.24404,0.473,0.50835,0.685,0.40659,0.028
7028,0.06645,0.091,0.16562,0.457,0.48924,0.718,0.19109,0.042
7029,0.04016,0.097,0.09739,0.415,0.44341,0.722,0.17341,0.047
7030,0.00926,0.16,0.00503,0.377,0.2855,0.685,0.13625,0.043
7031,0,0.218,0,0.354,0.08774,0.483,0,0.07
7032,0,0.235,0,0.343,0,0.396,0,0.114
7033,0,0.228,0,0.351,0,0.372,0,0.166
7034,0,0.211,0,0.388,0,0.338,0,0.225
7035,0,0.203,0,0.428,0,0.307,0,0.297
7036,0,0.18,0,0.459,0,0.279,0,0.369
7037,0,0.155,0,0.474,0,0.261,0,0.441
7038,0,0.143,0,0.468,0,0.258,0,0.524
7039,0,0.111,0,0.441,0,0.279,0,0.62
7040,0,0.079,0,0.406,0,0.323,0,0.71
7041,0,0.061,0,0.372,0,0.352,0,0.788
7042,0,0.059,0,0.344,0,0.356,0,0.86
7043,0,0.052,0,0.329,0,0.355,0,0.889
7044,0.00416,0.041,0.00776,0.334,0,0.389,0,0.85
7045,0.04025,0.041,0.06791,0.352,0.04016,0.391,0,0.74
7046,0.07992,0.031,0.12312,0.371,0.27623,0.44,0.05104,0.584
7047,0.10445,0.022,0.12858,0.401,0.4906,0.589,0.16488,0.406
7048,0.12018,0.016,0.14412,0.465,0.6383,0.665,0.25028,0.31
7049,0.1081,0.013,0.12568,0.512,0.71445,0.719,0.34413,0.326
7050,0.07344,0.01,0.09651,0.52,0.73876,0.759,0.54399,0.344
7051,0.05329,0.002,0.08304,0.496,0.74071,0.785,0.5793,0.37
7052,0.03821,0.004,0.05289,0.441,0.66601,0.805,0.40592,0.396
7053,0.03158,0.003,0.02665,0.389,0.53114,0.829,0.13986,0.458
7054,0.01379,0.005,0.00654,0.407,0.3248,0.785,0.01526,0.562
7055,0,0.011,0,0.428,0.08988,0.597,0,0.647
7056,0,0.023,0,0.43,0,0.506,0,0.668
7057,0,0.023,0,0.436,0,0.448,0,0.666
7058,0,0.033,0,0.454,0,0.391,0,0.663
7059,0,0.039,0,0.484,0,0.298,0,0.673
7060,0,0.036,0,0.526,0,0.213,0,0.755
7061,0,0.027,0,0.565,0,0.156,0,0.832
7062,0,0.015,0,0.596,0,0.123,0,0.839
7063,0,0.013,0,0.616,0,0.104,0,0.853
7064,0,0.015,0,0.63,0,0.085,0,0.876
7065,0,0.024,0,0.649,0,0.076,0,0.898
7066,0,0.042,0,0.674,0,0.068,0,0.914
7067,0,0.069,0,0.676,0,0.056,0,0.92
7068,0.00178,0.088,0.00751,0.662,0,0.042,0,0.907
7069,0.05687,0.12,0.10839,0.638,0.03634,0.022,0,0.874
7070,0.09498,0.163,0.24098,0.612,0.27253,0.003,0.13622,0.85
7071,0.11885,0.285,0.31082,0.672,0.48023,0.001,0.35532,0.809
7072,0.13901,0.321,0.39628,0.688,0.62373,0.002,0.47176,0.771
7073,0.19942,0.351,0.43795,0.659,0.70683,0.003,0.45086,0.791
7074,0.20361,0.392,0.42449,0.629,0.74836,0.016,0.17021,0.775
7075,0.221,0.414,0.37526,0.578,0.72847,0.041,0.19482,0.732
7076,0.21136,0.431,0.25477,0.52,0.64172,0.058,0.10212,0.691
7077,0.14694,0.362,0.09538,0.432,0.50244,0.052,0.24369,0.551
7078,0.04176,0.273,0.00548,0.432,0.31211,0.022,0.09144,0.415
7079,0,0.278,0,0.426,0.08176,0.011,0,0.34
7080,0,0.284,0,0.377,0,0.021,0,0.272
7081,0,0.282,0,0.342,0,0.034,0,0.218
7082,0,0.285,0,0.289,0,0.061,0,0.174
7083,0,0.418,0,0.27,0,0.088,0,0.138
7084,0,0.457,0,0.26,0,0.101,0,0.115
7085,0,0.438,0,0.266,0,0.116,0,0.122
7086,0,0.456,0,0.284,0,0.123,0,0.16
7087,0,0.463,0,0.329,0,0.119,0,0.214
7088,0,0.464,0,0.394,0,0.106,0,0.269
7089,0,0.48,0,0.404,0,0.078,0,0.298
7090,0,0.503,0,0.413,0,0.063,0,0.319
7091,0,0.524,0,0.437,0,0.054,0,0.342
7092,0.00186,0.556,0.00544,0.49,0,0.048,0,0.335
7093,0.05856,0.576,0.01118,0.55,0.0168,0.038,0,0.299
7094,0.14278,0.637,0.02568,0.595,0.12338,0.02,0.03123,0.272
7095,0.27197,0.665,0.03759,0.655,0.25325,0.035,0.04272,0.257
7096,0.36197,0.667,0.06465,0.745,0.34812,0.08,0.02631,0.269
7097,0.3814,0.648,0.06829,0.806,0.42596,0.134,0.03573,0.254
7098,0.36006,0.618,0.06715,0.837,0.45339,0.204,0.07244,0.32
7099,0.40603,0.584,0.05837,0.822,0.36335,0.281,0.06317,0.415
7100,0.35122,0.545,0.04802,0.829,0.23752,0.32,0.04123,0.455
7101,0.2371,0.488,0.01758,0.863,0.169,0.269,0.02773,0.399
7102,0.05707,0.372,0.00275,0.921,0.10203,0.173,0.007,0.34
7103,0,0.356,0,0.984,0.02626,0.188,0,0.341
7104,0,0.35,0,0.995,0,0.282,0,0.367
7105,0,0.353,0,1,0,0.4,0,0.388
7106,0,0.368,0,1.001,0,0.497,0,0.428
7107,0,0.471,0,1,0,0.578,0,0.52
7108,0,0.485,0,1.001,0,0.641,0,0.653
7109,0,0.484,0,0.999,0,0.704,0,0.752
7110,0,0.468,0,0.976,0,0.74,0,0.785
7111,0,0.44,0,0.852,0,0.764,0,0.794
7112,0,0.325,0,0.768,0,0.783,0,0.796
7113,0,0.343,0,0.701,0,0.781,0,0.79
7114,0,0.365,0,0.668,0,0.761,0,0.76
7115,0,0.357,0,0.624,0,0.731,0,0.708
7116,0.00498,0.316,0.00186,0.571,0,0.687,0,0.642
7117,0.10374,0.216,0.12212,0.544,0.01117,0.616,0,0.54
7118,0.24378,0.215,0.25786,0.535,0.08058,0.531,0.11893,0.445
7119,0.39022,0.308,0.22697,0.582,0.13666,0.618,0.32554,0.347
7120,0.43531,0.257,0.26039,0.62,0.16442,0.708,0.47104,0.298
7121,0.46999,0.186,0.35436,0.638,0.19926,0.682,0.59777,0.279
7122,0.42335,0.133,0.32112,0.659,0.20442,0.674,0.62585,0.249
7123,0.30163,0.104,0.28625,0.678,0.15603,0.647,0.44023,0.213
7124,0.1782,0.11,0.18288,0.712,0.15966,0.666,0.30057,0.174
7125,0.08019,0.075,0.08905,0.697,0.15071,0.679,0.20031,0.127
7126,0.0142,0.11,0,0.696,0.12219,0.628,0.05134,0.111
7127,0,0.131,0,0.699,0.04367,0.599,0,0.113
7128,0,0.115,0,0.689,0,0.63,0,0.11
7129,0,0.08,0,0.677,0,0.645,0,0.103
7130,0,0.064,0,0.622,0,0.668,0,0.098
7131,0,0.057,0,0.498,0,0.687,0,0.057
7132,0,0.054,0,0.361,0,0.713,0,0.033
7133,0,0.059,0,0.284,0,0.742,0,0.027
7134,0,0.065,0,0.313,0,0.767,0,0.026
7135,0,0.063,0,0.407,0,0.786,0,0.022
7136,0,0.064,0,0.518,0,0.799,0,0.027
7137,0,0.071,0,0.576,0,0.801,0,0.041
7138,0,0.08,0,0.595,0,0.801,0,0.06
7139,0,0.087,0,0.631,0,0.806,0,0.076
7140,0.00193,0.088,0.00314,0.695,0,0.808,0,0.103
7141,0.06018,0.076,0.09256,0.805,0.0192,0.802,0,0.153
7142,0.10769,0.099,0.19929,0.939,0.11581,0.805,0.00853,0.204
7143,0.13173,0.088,0.29829,0.981,0.21039,0.861,0.07826,0.223
7144,0.1468,0.06,0.36708,0.99,0.28841,0.928,0.10108,0.233
7145,0.15339,0.033,0.37477,0.992,0.36464,0.941,0.20957,0.247
7146,0.1364,0.014,0.32464,0.947,0.39657,0.948,0.31961,0.244
7147,0.13411,0.005,0.22555,0.92,0.43795,0.941,0.19997,0.23
7148,0.10657,0.003,0.12186,0.909,0.40672,0.93,0.17365,0.192
7149,0.07803,0.002,0.04862,0.894,0.26952,0.917,0.0923,0.171
7150,0.02056,0.004,0,0.87,0.17794,0.859,0.00985,0.177
7151,0,0.011,0,0.84,0.06104,0.757,0,0.198
7152,0,0.021,0,0.816,0,0.741,0,0.238
7153,0,0.042,0,0.85,0,0.729,0,0.273
7154,0,0.029,0,0.847,0,0.712,0,0.3
7155,0,0.012,0,0.849,0,0.648,0,0.324
7156,0,0.001,0,0.811,0,0.567,0,0.343
7157,0,0.001,0,0.851,0,0.482,0,0.355
7158,0,0.001,0,0.896,0,0.385,0,0.372
7159,0,0.001,0,0.955,0,0.299,0,0.382
7160,0,0.001,0,0.99,0,0.223,0,0.383
7161,0,0.001,0,0.989,0,0.171,0,0.366
7162,0,0.025,0,0.973,0,0.136,0,0.339
7163,0,0.05,0,0.933,0,0.115,0,0.323
7164,0,0.074,0.00203,0.874,0,0.097,0,0.308
7165,0.04805,0.064,0.08621,0.809,0.01437,0.074,0,0.291
7166,0.11302,0.016,0.17711,0.653,0.07507,0.074,0.05102,0.283
7167,0.1482,0.019,0.2444,0.64,0.14981,0.125,0.14238,0.346
7168,0.16838,0.015,0.32804,0.586,0.22644,0.177,0.30702,0.464
7169,0.20971,0.012,0.371,0.559,0.24443,0.213,0.53396,0.549
7170,0.19174,0.005,0.39938,0.529,0.30445,0.246,0.63792,0.608
7171,0.10404,0.003,0.35423,0.481,0.44857,0.277,0.55084,0.663
7172,0.05262,0.016,0.24614,0.415,0.45593,0.298,0.42276,0.724
7173,0.02238,0.056,0.08766,0.357,0.3468,0.248,0.19563,0.742
7174,0.00218,0.111,0,0.274,0.22085,0.156,0.03655,0.733
7175,0,0.155,0,0.186,0.07301,0.06,0,0.738
7176,0,0.166,0,0.102,0,0.031,0,0.738
7177,0,0.158,0,0.044,0,0.016,0,0.729
7178,0,0.127,0,0.023,0,0.012,0,0.702
7179,0,0.048,0,0.019,0,0.017,0,0.675
7180,0,0.032,0,0.018,0,0.031,0,0.646
7181,0,0.027,0,0.015,0,0.047,0,0.605
7182,0,0.023,0,0.022,0,0.064,0,0.549
7183,0,0.02,0,0.044,0,0.083,0,0.488
7184,0,0.062,0,0.084,0,0.108,0,0.424
7185,0,0.088,0,0.207,0,0.094,0,0.366
7186,0,0.112,0,0.341,0,0.07,0,0.319
7187,0,0.13,0,0.46,0,0.053,0,0.286
7188,0,0.123,0,0.535,0,0.047,0,0.264
7189,0.08018,0.076,0.02684,0.644,0.01528,0.038,0,0.252
7190,0.23945,0.074,0.08944,0.754,0.18931,0.029,0.02293,0.225
7191,0.35324,0.11,0.1274,0.819,0.35742,0.061,0.15135,0.213
7192,0.44666,0.144,0.12725,0.855,0.50135,0.129,0.08589,0.241
7193,0.50761,0.244,0.08398,0.872,0.57546,0.163,0.10162,0.278
7194,0.52866,0.194,0.05531,0.863,0.63059,0.173,0.4072,0.325
7195,0.45105,0.222,0.03013,0.809,0.64571,0.18,0.21127,0.345
7196,0.34084,0.201,0.01899,0.792,0.56237,0.178,0.21545,0.352
7197,0.1737,0.135,0.00686,0.765,0.43708,0.18,0.06128,0.386
7198,0.02139,0.074,0,0.749,0.26192,0.142,0.06202,0.469
7199,0,0.048,0,0.734,0.07934,0.087,0,0.563
7200,0,0.01,0,0.718,0,0.073,0,0.665
7201,0,0.01,0,0.659,0,0.064,0,0.818
7202,0,0.016,0,0.577,0,0.059,0,0.915
7203,0,0.049,0,0.482,0,0.059,0,0.912
7204,0,0.108,0,0.372,0,0.061,0,0.908
7205,0,0.144,0,0.271,0,0.066,0,0.864
7206,0,0.166,0,0.205,0,0.068,0,0.823
7207,0,0.178,0,0.175,0,0.072,0,0.795
7208,0,0.189,0,0.193,0,0.076,0,0.79
7209,0,0.169,0,0.255,0,0.064,0,0.783
7210,0,0.191,0,0.336,0,0.059,0,0.754
7211,0,0.191,0,0.4,0,0.068,0,0.691
7212,0,0.206,0,0.464,0,0.087,0,0.644
7213,0.06921,0.261,0.01163,0.534,0.02544,0.103,0,0.568
7214,0.13253,0.275,0.04641,0.596,0.25697,0.082,0.04883,0.503
7215,0.13574,0.328,0.06104,0.673,0.49148,0.113,0.16567,0.503
7216,0.13156,0.356,0.05948,0.749,0.6588,0.223,0.22565,0.517
7217,0.18915,0.394,0.04836,0.775,0.76063,0.286,0.42642,0.507
7218,0.16677,0.397,0.0465,0.773,0.80764,0.335,0.23613,0.493
7219,0.22799,0.41,0.03033,0.761,0.77416,0.386,0.32269,0.457
7220,0.33362,0.361,0.02688,0.765,0.67855,0.44,0.27417,0.447
7221,0.23965,0.4,0.00951,0.765,0.51641,0.477,0.08248,0.432
7222,0.05375,0.244,0,0.778,0.31283,0.409,0.10296,0.401
7223,0,0.192,0,0.868,0.09945,0.431,0,0.374
7224,0,0.156,0,0.94,0,0.481,0,0.394
7225,0,0.129,0,0.975,0,0.493,0,0.488
7226,0,0.107,0,0.98,0,0.472,0,0.646
7227,0,0.156,0,0.977,0,0.42,0,0.789
7228,0,0.12,0,0.975,0,0.397,0,0.832
7229,0,0.08,0,0.972,0,0.367,0,0.782
7230,0,0.044,0,0.97,0,0.328,0,0.713
7231,0,0.019,0,0.968,0,0.311,0,0.669
7232,0,0.001,0,0.967,0,0.306,0,0.634
7233,0,0,0,0.967,0,0.304,0,0.634
7234,0,0.009,0,0.967,0,0.308,0,0.681
7235,0,0.023,0,0.966,0,0.321,0,0.717
7236,0,0.036,0,0.966,0,0.329,0,0.75
7237,0.1254,0.035,0.0157,0.967,0.01466,0.315,0,0.809
7238,0.29571,0.019,0.03788,0.966,0.21112,0.243,0.03729,0.906
7239,0.40927,0.022,0.03971,0.958,0.41325,0.286,0.12347,0.959
7240,0.45998,0.026,0.05979,0.945,0.58324,0.399,0.17843,0.958
7241,0.41934,0.056,0.05417,0.929,0.70938,0.506,0.18,0.935
7242,0.35107,0.091,0.05611,0.926,0.77719,0.589,0.27915,0.913
7243,0.32599,0.11,0.06554,0.931,0.7432,0.653,0.46628,0.881
7244,0.26696,0.184,0.0404,0.938,0.64701,0.673,0.35294,0.804
7245,0.12301,0.156,0.01414,0.935,0.49729,0.645,0.22092,0.741
7246,0.02412,0.158,0,0.936,0.2975,0.512,0.03743,0.685
7247,0,0.166,0,0.925,0.09672,0.399,0,0.616
7248,0,0.176,0,0.92,0,0.364,0,0.538
7249,0,0.146,0,0.919,0,0.32,0,0.449
7250,0,0.173,0,0.908,0,0.279,0,0.413
7251,0,0.231,0,0.905,0,0.24,0,0.472
7252,0,0.255,0,0.905,0,0.238,0,0.599
7253,0,0.306,0,0.919,0,0.239,0,0.762
7254,0,0.344,0,0.932,0,0.219,0,0.863
7255,0,0.458,0,0.942,0,0.18,0,0.942
7256,0,0.48,0,0.951,0,0.137,0,0.984
7257,0,0.452,0,0.96,0,0.114,0,1.005
7258,0,0.452,0,0.975,0,0.097,0,1.003
7259,0,0.419,0,0.985,0,0.083,0,1.002
7260,0,0.388,0,0.992,0,0.062,0,1.009
7261,0.02434,0.339,0.01051,0.997,0.01167,0.047,0,1.001
7262,0.05562,0.292,0.03252,0.999,0.08462,0.033,0.01802,1.008
7263,0.06747,0.29,0.02126,1,0.24651,0.018,0.07657,1.008
7264,0.08113,0.314,0.02611,1,0.11412,0.025,0.08034,1.007
7265,0.11817,0.294,0.02262,1.001,0.11455,0.068,0.25577,1.005
7266,0.09969,0.297,0.02192,1.001,0.10365,0.138,0.42527,1.007
7267,0.08466,0.344,0.02447,1,0.08483,0.214,0.47387,1.007
7268,0.07243,0.3,0.01273,1,0.06398,0.283,0.40284,1.007
7269,0.03616,0.283,0.00332,1.001,0.04651,0.369,0.25202,1.007
7270,0.00797,0.266,0,1.001,0.0413,0.389,0.11451,1.007
7271,0,0.287,0,1.001,0.0245,0.431,0,1.008
7272,0,0.312,0,1.001,0,0.465,0,1.008
7273,0,0.372,0,1.001,0,0.457,0,1
7274,0,0.424,0,1.001,0,0.47,0,0.935
7275,0,0.486,0,1.001,0,0.477,0,0.73
7276,0,0.507,0,1.001,0,0.477,0,0.464
7277,0,0.491,0,1,0,0.477,0,0.247
7278,0,0.51,0,1,0,0.469,0,0.121
7279,0,0.544,0,0.999,0,0.445,0,0.094
7280,0,0.562,0,1,0,0.436,0,0.132
7281,0,0.693,0,1,0,0.415,0,0.248
7282,0,0.669,0,1,0,0.376,0,0.407
7283,0,0.618,0,0.999,0,0.323,0,0.592
7284,0,0.576,0,1.001,0,0.268,0,0.76
7285,0.07223,0.482,0.00568,1.001,0.01525,0.195,0,0.86
7286,0.27297,0.474,0.02382,1.001,0.2214,0.145,0.00916,0.89
7287,0.46153,0.475,0.01644,1.001,0.42203,0.182,0.03726,0.917
7288,0.62136,0.507,0.02281,0.998,0.58811,0.18,0.07055,0.924
7289,0.68071,0.521,0.02058,0.999,0.69731,0.144,0.07954,0.923
7290,0.69827,0.515,0.01973,1,0.76995,0.095,0.03768,0.906
7291,0.28325,0.488,0.01768,1.001,0.7479,0.058,0.03208,0.846
7292,0.44757,0.417,0.0074,1.001,0.66981,0.045,0.07858,0.747
7293,0.12301,0.343,0.00182,1.001,0.52098,0.042,0.06327,0.622
7294,0.01968,0.125,0,1.001,0.30637,0.015,0.04005,0.445
7295,0,0.086,0,1.001,0.07211,0.003,0,0.284
7296,0,0.072,0,1.001,0,0.002,0,0.123
7297,0,0.047,0,1.001,0,0.009,0,0.016
7298,0,0.063,0,1.001,0,0.037,0,0.179
7299,0,0.084,0,1.001,0,0.073,0,0.661
7300,0,0.125,0,1.002,0,0.11,0,0.974
7301,0,0.185,0,1,0,0.158,0,1.001
7302,0,0.31,0,1,0,0.198,0,1
7303,0,0.361,0,1,0,0.226,0,1.002
7304,0,0.383,0,0.999,0,0.242,0,0.998
7305,0,0.369,0,1,0,0.213,0,0.992
7306,0,0.35,0,1,0,0.214,0,0.984
7307,0,0.305,0,1,0,0.251,0,0.975
7308,0,0.251,0,1,0,0.305,0,0.962
7309,0.03941,0.199,0.01355,0.999,0.00266,0.35,0,0.943
7310,0.18149,0.214,0.02185,0.997,0.03154,0.382,0.07025,0.945
7311,0.06246,0.286,0.01677,0.992,0.06155,0.426,0.25778,0.924
7312,0.10661,0.345,0.01882,0.999,0.09342,0.523,0.44203,0.888
7313,0.34952,0.382,0.02224,0.996,0.09964,0.6,0.57354,0.871
7314,0.351,0.407,0.02356,0.984,0.09344,0.666,0.6425,0.854
7315,0.28971,0.413,0.01889,0.971,0.0757,0.706,0.61243,0.805
7316,0.22432,0.393,0.01638,0.956,0.06188,0.701,0.44073,0.722
7317,0.12562,0.325,0.00339,0.944,0.05644,0.686,0.26221,0.648
7318,0.00162,0.351,0,0.931,0.04098,0.645,0.07743,0.591
7319,0,0.369,0,0.918,0.01291,0.606,0,0.54
7320,0,0.387,0,0.855,0,0.54,0,0.493
7321,0,0.407,0,0.79,0,0.463,0,0.432
7322,0,0.416,0,0.693,0,0.393,0,0.378
7323,0,0.425,0,0.626,0,0.321,0,0.328
7324,0,0.475,0,0.585,0,0.266,0,0.304
7325,0,0.463,0,0.554,0,0.223,0,0.277
7326,0,0.435,0,0.576,0,0.205,0,0.252
7327,0,0.416,0,0.654,0,0.192,0,0.268
7328,0,0.405,0,0.73,0,0.189,0,0.335
7329,0,0.382,0,0.805,0,0.191,0,0.406
7330,0,0.372,0,0.866,0,0.204,0,0.499
7331,0,0.376,0,0.9,0,0.21,0,0.563
7332,0,0.395,0,0.875,0,0.23,0,0.609
7333,0.07287,0.392,0.00528,0.843,0.01377,0.233,0,0.627
7334,0.13265,0.417,0.02158,0.838,0.15148,0.257,0.02823,0.608
7335,0.26346,0.452,0.02592,0.828,0.27387,0.376,0.03955,0.606
7336,0.20115,0.451,0.03061,0.846,0.41207,0.53,0.03514,0.62
7337,0.24416,0.468,0.03536,0.867,0.51002,0.656,0.04492,0.66
7338,0.32186,0.477,0.0398,0.877,0.4713,0.74,0.05491,0.706
7339,0.39836,0.473,0.03161,0.885,0.40158,0.778,0.04911,0.717
7340,0.40478,0.469,0.01828,0.906,0.35667,0.782,0.05087,0.712
7341,0.12013,0.44,0.00173,0.918,0.299,0.738,0.04922,0.682
7342,0,0.414,0,0.939,0.18151,0.586,0.02457,0.669
7343,0,0.378,0,0.974,0.03754,0.42,0,0.659
7344,0,0.323,0,0.987,0,0.378,0,0.636
7345,0,0.24,0,0.988,0,0.376,0,0.598
7346,0,0.17,0,0.981,0,0.402,0,0.567
7347,0,0.134,0,0.973,0,0.479,0,0.548
7348,0,0.105,0,0.965,0,0.554,0,0.535
7349,0,0.092,0,0.962,0,0.594,0,0.537
7350,0,0.067,0,0.973,0,0.641,0,0.549
7351,0,0.1,0,0.968,0,0.629,0,0.554
7352,0,0.187,0,0.965,0,0.597,0,0.564
7353,0,0.26,0,0.948,0,0.549,0,0.586
7354,0,0.33,0,0.827,0,0.525,0,0.632
7355,0,0.378,0,0.668,0,0.465,0,0.706
7356,0,0.366,0,0.485,0,0.411,0,0.789
7357,0.12992,0.364,0.02315,0.426,0.01257,0.359,0,0.863
7358,0.19648,0.368,0.02537,0.446,0.15532,0.347,0.01192,0.911
7359,0.50937,0.395,0.02279,0.434,0.25446,0.416,0.0582,0.905
7360,0.64014,0.435,0.04427,0.381,0.34944,0.455,0.08755,0.861
7361,0.36265,0.474,0.08239,0.309,0.42005,0.48,0.1591,0.81
7362,0.64351,0.491,0.12409,0.243,0.44787,0.482,0.18692,0.776
7363,0.54393,0.484,0.17831,0.177,0.37548,0.499,0.02316,0.767
7364,0.22418,0.406,0.13304,0.112,0.27411,0.519,0.07444,0.73
7365,0.1796,0.386,0.01292,0.05,0.22076,0.512,0.1432,0.677
7366,0,0.394,0,0.026,0.15061,0.451,0.08147,0.645
7367,0,0.418,0,0.023,0.03006,0.335,0,0.67
7368,0,0.418,0,0.035,0,0.305,0,0.698
7369,0,0.414,0,0.088,0,0.301,0,0.746
7370,0,0.408,0,0.219,0,0.31,0,0.87
7371,0,0.392,0,0.36,0,0.319,0,0.969
7372,0,0.387,0,0.453,0,0.32,0,0.972
7373,0,0.384,0,0.497,0,0.306,0,0.948
7374,0,0.386,0,0.503,0,0.28,0,0.897
7375,0,0.415,0,0.491,0,0.248,0,0.742
7376,0,0.417,0,0.478,0,0.22,0,0.542
7377,0,0.394,0,0.488,0,0.186,0,0.539
7378,0,0.361,0,0.53,0,0.153,0,0.533
7379,0,0.348,0,0.591,0,0.121,0,0.473
7380,0,0.351,0,0.646,0,0.095,0,0.415
7381,0.07987,0.356,0.01703,0.685,0.01766,0.078,0,0.371
7382,0.17372,0.401,0.09666,0.703,0.10919,0.063,0.03212,0.347
