Time step,ITH5PV,ITH5WT,NO03PV,NO03WT,ES42PV,ES42WT,UKC1PV,UKC1WT
2073,0,0.294,0,0.892,0,0.436,0,0.123
2074,0,0.334,0,0.907,0,0.407,0,0.111
2075,0,0.243,0,0.928,0,0.376,0,0.141
2076,0.00446,0.204,0.03066,0.9,0,0.337,0,0.189
2077,0.01579,0.189,0.17266,0.882,0.05926,0.272,0.01435,0.245
2078,0.02893,0.19,0.36567,0.856,0.30076,0.371,0.03673,0.3
2079,0.04587,0.189,0.50854,0.85,0.52759,0.442,0.04603,0.303
2080,0.05605,0.204,0.62493,0.924,0.67684,0.445,0.06963,0.258
2081,0.05268,0.178,0.6771,0.939,0.73703,0.446,0.07002,0.214
2082,0.04793,0.123,0.70462,0.938,0.77553,0.474,0.05829,0.16
2083,0.04188,0.074,0.64441,0.954,0.79022,0.505,0.05165,0.104
2084,0.0378,0.062,0.48851,0.96,0.7322,0.515,0.05054,0.06
2085,0.04041,0.064,0.26616,0.924,0.60357,0.518,0.06583,0.045
2086,0.18327,0.081,0.12367,0.898,0.42692,0.485,0.04784,0.045
2087,0.02198,0.103,0.00709,0.884,0.21135,0.38,0.01802,0.052
2088,0,0.117,0,0.914,0.01688,0.254,0.00122,0.076
2089,0,0.175,0,0.858,0,0.195,0,0.1
2090,0,0.242,0,0.753,0,0.145,0,0.123
2091,0,0.269,0,0.606,0,0.097,0,0.138
2092,0,0.329,0,0.544,0,0.055,0,0.154
2093,0,0.272,0,0.446,0,0.028,0,0.181
2094,0,0.211,0,0.366,0,0.016,0,0.228
2095,0,0.16,0,0.321,0,0.013,0,0.301
2096,0,0.124,0,0.345,0,0.009,0,0.348
2097,0,0.084,0,0.377,0,0.003,0,0.335
2098,0,0.055,0,0.395,0,0.001,0,0.342
2099,0,0.031,0,0.462,0,0,0,0.344
2100,0.0168,0.019,0.03367,0.533,0,0,0,0.344
2101,0.19594,0.01,0.14158,0.638,0.02452,0,0.01847,0.362
2102,0.22567,0.013,0.30989,0.801,0.11114,0,0.11047,0.448
2103,0.32667,0.01,0.46953,0.944,0.21322,0.001,0.19843,0.595
2104,0.3133,0.008,0.58147,0.986,0.31023,0.003,0.11665,0.701
2105,0.26444,0.015,0.64887,0.994,0.36642,0.008,0.11509,0.71
2106,0.24608,0.021,0.62391,1,0.39202,0.019,0.24887,0.677
2107,0.58759,0.044,0.58778,1.001,0.36348,0.034,0.33179,0.641
2108,0.23636,0.092,0.46628,1.001,0.29628,0.057,0.13992,0.608
2109,0.13922,0.082,0.27763,1,0.23724,0.08,0.0994,0.614
2110,0.07636,0.09,0.13554,1,0.18828,0.128,0.13785,0.602
2111,0.0147,0.12,0.00754,0.999,0.10623,0.209,0.10752,0.519
2112,0,0.147,0,0.999,0.01638,0.297,0.00969,0.46
2113,0,0.147,0,0.998,0,0.382,0,0.476
2114,0,0.133,0,0.996,0,0.38,0,0.441
2115,0,0.098,0,0.998,0,0.35,0,0.333
2116,0,0.074,0,1,0,0.3,0,0.217
2117,0,0.033,0,1,0,0.253,0,0.139
2118,0,0.019,0,1,0,0.212,0,0.089
2119,0,0.015,0,1,0,0.187,0,0.065
2120,0,0.018,0,0.999,0,0.166,0,0.055
2121,0,0.021,0,0.995,0,0.162,0,0.043
2122,0,0.022,0,0.99,0,0.17,0,0.023
2123,0,0.023,0,0.984,0,0.174,0,0.006
2124,0.03046,0.019,0.04937,0.968,0,0.167,0,0.003
2125,0.206,0.029,0.22926,0.934,0.04992,0.169,0.05618,0.002
2126,0.1973,0.064,0.42888,0.885,0.20946,0.2,0.11948,0.001
2127,0.24494,0.082,0.57273,0.805,0.3664,0.184,0.26638,0.001
2128,0.61178,0.098,0.67937,0.718,0.49152,0.146,0.32316,0.002
2129,0.35285,0.114,0.73941,0.64,0.61249,0.105,0.34327,0.01
2130,0.45312,0.109,0.70113,0.606,0.66177,0.07,0.39522,0.03
2131,0.42547,0.098,0.64919,0.623,0.65958,0.049,0.38242,0.072
2132,0.4214,0.084,0.51795,0.613,0.60464,0.048,0.64558,0.133
2133,0.36733,0.054,0.33496,0.51,0.49414,0.053,0.59682,0.215
2134,0.19552,0.02,0.1425,0.429,0.36008,0.056,0.36051,0.291
2135,0.0255,0.004,0.00801,0.365,0.19021,0.07,0.09861,0.298
2136,0,0.001,0,0.292,0.01653,0.119,0.01134,0.339
2137,0,0.003,0,0.224,0,0.194,0,0.392
2138,0,0.003,0,0.174,0,0.223,0,0.432
2139,0,0.009,0,0.165,0,0.214,0,0.469
2140,0,0.007,0,0.185,0,0.198,0,0.526
2141,0,0.034,0,0.233,0,0.195,0,0.605
2142,0,0.044,0,0.245,0,0.195,0,0.689
2143,0,0.031,0,0.23,0,0.204,0,0.771
2144,0,0.018,0,0.228,0,0.216,0,0.835
2145,0,0.01,0,0.239,0,0.204,0,0.897
2146,0,0.006,0,0.228,0,0.2,0,0.937
2147,0,0.006,0,0.211,0,0.222,0,0.934
2148,0.01316,0.006,0.05414,0.19,0,0.253,0,0.901
2149,0.10365,0.025,0.23601,0.187,0.03151,0.301,0.06695,0.84
2150,0.2122,0.065,0.42011,0.255,0.12205,0.383,0.15405,0.761
2151,0.35429,0.14,0.48033,0.373,0.21338,0.434,0.21927,0.708
2152,0.4173,0.183,0.627,0.524,0.26251,0.445,0.32971,0.646
2153,0.5516,0.187,0.62056,0.566,0.30496,0.439,0.42279,0.592
2154,0.65256,0.19,0.55332,0.665,0.27845,0.415,0.34348,0.541
2155,0.67331,0.208,0.45979,0.724,0.24284,0.389,0.33995,0.512
2156,0.59798,0.205,0.38758,0.752,0.17912,0.375,0.21794,0.486
2157,0.44772,0.166,0.28788,0.705,0.13519,0.379,0.19059,0.456
2158,0.19348,0.101,0.14164,0.623,0.09406,0.368,0.15862,0.395
2159,0.02765,0.069,0.00909,0.546,0.06346,0.312,0.06798,0.298
2160,0,0.038,0,0.483,0.01493,0.286,0.01242,0.293
2161,0,0.03,0,0.458,0,0.287,0,0.298
2162,0,0.02,0,0.341,0,0.28,0,0.292
2163,0,0.019,0,0.285,0,0.266,0,0.262
2164,0,0.024,0,0.242,0,0.236,0,0.232
2165,0,0.032,0,0.202,0,0.209,0,0.208
2166,0,0.054,0,0.169,0,0.184,0,0.199
2167,0,0.079,0,0.152,0,0.158,0,0.206
2168,0,0.163,0,0.139,0,0.14,0,0.221
2169,0,0.174,0,0.087,0,0.126,0,0.246
2170,0,0.173,0,0.047,0,0.117,0,0.267
2171,0,0.165,0,0.015,0,0.114,0,0.282
2172,0.04264,0.111,0.06331,0.005,0,0.111,0,0.287
2173,0.1859,0.108,0.24532,0.001,0.03487,0.114,0.0742,0.255
2174,0.38939,0.125,0.432,0,0.10688,0.154,0.2825,0.313
2175,0.59101,0.098,0.56803,0,0.18635,0.164,0.36543,0.375
2176,0.7261,0.082,0.66292,0,0.2334,0.147,0.3959,0.401
2177,0.76849,0.071,0.70562,0,0.26527,0.125,0.30937,0.38
2178,0.78852,0.065,0.6886,0,0.22531,0.112,0.27399,0.362
2179,0.73767,0.064,0.64546,0,0.21953,0.112,0.29377,0.343
2180,0.47456,0.066,0.53665,0.001,0.17297,0.132,0.28817,0.32
2181,0.35019,0.064,0.36281,0.007,0.10334,0.17,0.32827,0.301
2182,0.18361,0.057,0.15284,0.012,0.0888,0.214,0.33048,0.271
2183,0.02565,0.056,0.01068,0.017,0.05378,0.259,0.18323,0.222
2184,0,0.077,0,0.021,0.01251,0.314,0.01117,0.201
2185,0,0.042,0,0.017,0,0.369,0,0.21
2186,0,0.009,0,0.017,0,0.404,0,0.24
2187,0,0.001,0,0.028,0,0.338,0,0.281
2188,0,0,0,0.039,0,0.27,0,0.314
2189,0,0,0,0.067,0,0.232,0,0.315
2190,0,0.001,0,0.096,0,0.209,0,0.353
2191,0,0.006,0,0.126,0,0.189,0,0.381
2192,0,0.014,0,0.148,0,0.169,0,0.386
2193,0,0.023,0,0.174,0,0.174,0,0.375
2194,0,0.04,0,0.221,0,0.196,0,0.357
2195,0,0.049,0,0.285,0,0.219,0,0.359
2196,0.06405,0.035,0.02038,0.358,0,0.247,0,0.327
2197,0.27325,0.012,0.08879,0.429,0.02257,0.262,0.09797,0.276
2198,0.48512,0.085,0.18477,0.49,0.06118,0.292,0.23108,0.302
2199,0.65135,0.081,0.26081,0.591,0.10034,0.345,0.35197,0.3
2200,0.76946,0.06,0.33076,0.618,0.12025,0.398,0.19703,0.269
2201,0.82318,0.038,0.35745,0.603,0.12829,0.439,0.12728,0.243
2202,0.81223,0.026,0.33992,0.652,0.12929,0.481,0.20537,0.215
2203,0.73411,0.019,0.33732,0.749,0.11904,0.529,0.16215,0.197
2204,0.60745,0.014,0.25585,0.788,0.11217,0.634,0.10961,0.181
2205,0.43948,0.012,0.20342,0.813,0.09673,0.715,0.09373,0.157
2206,0.23004,0.01,0.08641,0.825,0.08026,0.744,0.09976,0.128
2207,0.02933,0.011,0.008,0.806,0.06567,0.739,0.0673,0.082
2208,0,0.012,0,0.829,0.01551,0.792,0.01352,0.054
2209,0,0.013,0,0.75,0,0.842,0,0.043
2210,0,0.004,0,0.677,0,0.871,0,0.038
2211,0,0.009,0,0.622,0,0.873,0,0.026
2212,0,0.012,0,0.603,0,0.871,0,0.025
2213,0,0.048,0,0.604,0,0.851,0,0.031
2214,0,0.058,0,0.574,0,0.814,0,0.042
2215,0,0.033,0,0.525,0,0.772,0,0.057
2216,0,0.035,0,0.478,0,0.727,0,0.071
2217,0,0.031,0,0.401,0,0.715,0,0.076
2218,0,0.03,0,0.289,0,0.732,0,0.07
2219,0,0.032,0,0.188,0,0.743,0,0.068
2220,0.06444,0.016,0.06942,0.104,0,0.737,0,0.063
2221,0.25359,0.013,0.25335,0.063,0.01525,0.703,0.0513,0.055
2222,0.44931,0.075,0.44661,0.072,0.04168,0.653,0.15379,0.069
2223,0.61328,0.068,0.58975,0.091,0.06313,0.58,0.29613,0.077
2224,0.73579,0.048,0.67865,0.121,0.09574,0.509,0.19686,0.065
2225,0.74727,0.049,0.72989,0.165,0.12655,0.442,0.24209,0.053
2226,0.68233,0.057,0.72437,0.198,0.15839,0.43,0.28228,0.046
2227,0.56158,0.067,0.68002,0.211,0.18412,0.466,0.17534,0.049
2228,0.31247,0.078,0.50608,0.2,0.16669,0.52,0.1758,0.06
2229,0.15017,0.072,0.28094,0.178,0.12835,0.539,0.2129,0.072
2230,0.16029,0.06,0.08827,0.135,0.10956,0.514,0.23085,0.081
2231,0.01904,0.066,0.00651,0.129,0.06956,0.448,0.14143,0.068
2232,0,0.082,0,0.154,0.01424,0.345,0.01378,0.068
2233,0,0.103,0,0.221,0,0.286,0,0.055
2234,0,0.117,0,0.328,0,0.233,0,0.037
2235,0,0.11,0,0.486,0,0.184,0,0.032
2236,0,0.091,0,0.641,0,0.139,0,0.026
2237,0,0.112,0,0.788,0,0.102,0,0.02
2238,0,0.096,0,0.874,0,0.078,0,0.013
2239,0,0.091,0,0.934,0,0.072,0,0.013
2240,0,0.091,0,0.977,0,0.074,0,0.018
2241,0,0.092,0,0.973,0,0.092,0,0.024
2242,0,0.102,0,0.916,0,0.11,0,0.029
2243,0,0.106,0,0.801,0,0.124,0,0.035
2244,0.04728,0.091,0.0402,0.67,0,0.135,0,0.037
2245,0.08284,0.06,0.16702,0.558,0.02725,0.134,0.08056,0.031
2246,0.12448,0.11,0.34468,0.525,0.07733,0.141,0.25888,0.027
2247,0.16682,0.13,0.43728,0.446,0.10299,0.184,0.35709,0.021
2248,0.20982,0.113,0.52756,0.398,0.11127,0.265,0.34923,0.021
2249,0.24699,0.087,0.61734,0.419,0.1318,0.335,0.32893,0.02
2250,0.30203,0.069,0.62305,0.473,0.14077,0.37,0.39693,0.019
2251,0.25421,0.076,0.5589,0.508,0.15532,0.395,0.41192,0.015
2252,0.16442,0.068,0.44229,0.525,0.13978,0.421,0.41193,0.012
2253,0.1035,0.072,0.32283,0.48,0.12177,0.424,0.42815,0.012
2254,0.07093,0.05,0.15872,0.369,0.11319,0.362,0.30124,0.011
2255,0.01918,0.054,0.01431,0.234,0.07603,0.29,0.14504,0.007
2256,0,0.05,0,0.204,0.01682,0.281,0.01681,0.004
2257,0,0.042,0,0.151,0,0.28,0,0.002
2258,0,0.033,0,0.106,0,0.265,0,0.001
2259,0,0.025,0,0.078,0,0.25,0,0
2260,0,0.015,0,0.055,0,0.248,0,0
2261,0,0.01,0,0.04,0,0.252,0,0
2262,0,0.004,0,0.04,0,0.273,0,0
2263,0,0.001,0,0.039,0,0.277,0,0
2264,0,0,0,0.034,0,0.263,0,0
2265,0,0.001,0,0.033,0,0.25,0,0.001
2266,0,0.001,0,0.035,0,0.234,0,0.002
2267,0,0.001,0,0.047,0,0.211,0,0.005
2268,0.03787,0.002,0.04858,0.052,0,0.179,0,0.01
2269,0.14368,0.005,0.18862,0.046,0.05273,0.147,0.06102,0.014
2270,0.26718,0.017,0.3882,0.05,0.16634,0.19,0.22695,0.024
2271,0.37079,0.04,0.55664,0.078,0.28805,0.258,0.39034,0.032
2272,0.43923,0.061,0.6781,0.116,0.33028,0.312,0.51823,0.034
2273,0.44531,0.068,0.7462,0.159,0.36809,0.353,0.55966,0.026
2274,0.35999,0.064,0.74462,0.218,0.43882,0.349,0.53011,0.021
2275,0.29915,0.071,0.67685,0.26,0.49548,0.317,0.41243,0.012
2276,0.35314,0.133,0.55147,0.299,0.47425,0.294,0.40876,0.005
2277,0.23065,0.112,0.38238,0.343,0.41972,0.275,0.3324,0.002
2278,0.16528,0.085,0.18125,0.393,0.33096,0.265,0.28873,0
2279,0.03418,0.068,0.01854,0.539,0.18357,0.199,0.15664,0.001
2280,0,0.073,0,0.675,0.02084,0.136,0.01913,0.002
2281,0,0.079,0,0.733,0,0.125,0,0.002
2282,0,0.081,0,0.805,0,0.133,0,0.003
2283,0,0.058,0,0.853,0,0.159,0,0.003
2284,0,0.031,0,0.865,0,0.193,0,0.006
2285,0,0.021,0,0.862,0,0.227,0,0.008
2286,0,0.016,0,0.86,0,0.258,0,0.01
2287,0,0.011,0,0.884,0,0.29,0,0.013
2288,0,0.003,0,0.87,0,0.32,0,0.017
2289,0,0,0,0.865,0,0.345,0,0.021
2290,0,0,0,0.853,0,0.381,0,0.029
2291,0,0,0,0.842,0,0.428,0,0.039
2292,0.05528,0,0.01397,0.823,0,0.463,0.00194,0.039
2293,0.22247,0,0.03742,0.809,0.0618,0.488,0.08021,0.021
2294,0.40617,0,0.07824,0.806,0.18792,0.591,0.23123,0.015
2295,0.52561,0.003,0.12381,0.836,0.2758,0.678,0.36487,0.008
2296,0.56591,0.02,0.16276,0.868,0.30798,0.724,0.40505,0.003
2297,0.533,0.033,0.171,0.901,0.31635,0.748,0.55214,0.001
2298,0.41546,0.042,0.13297,0.932,0.28294,0.749,0.50453,0.002
2299,0.29721,0.06,0.12552,0.957,0.22957,0.744,0.42872,0.003
2300,0.19956,0.136,0.07899,0.974,0.19524,0.69,0.67508,0.007
2301,0.13084,0.065,0.09395,0.986,0.17002,0.575,0.22655,0.015
2302,0.06896,0.022,0.04182,0.992,0.13786,0.408,0.15422,0.032
2303,0.02013,0.022,0.00425,0.967,0.09566,0.231,0.08405,0.064
2304,0,0.011,0,0.868,0.02113,0.129,0.01674,0.126
2305,0,0.012,0,0.705,0,0.101,0,0.174
2306,0,0.008,0,0.528,0,0.091,0,0.157
2307,0,0.005,0,0.39,0,0.107,0,0.16
2308,0,0.001,0,0.29,0,0.13,0,0.154
2309,0,0.001,0,0.157,0,0.15,0,0.161
2310,0,0.001,0,0.066,0,0.162,0,0.168
2311,0,0.001,0,0.044,0,0.156,0,0.167
2312,0,0.002,0,0.066,0,0.15,0,0.165
2313,0,0.002,0,0.151,0,0.134,0,0.163
2314,0,0.004,0,0.198,0,0.129,0,0.165
2315,0,0.015,0.00101,0.23,0,0.147,0,0.161
2316,0.02764,0.019,0.02972,0.217,0,0.179,0.00197,0.14
2317,0.19098,0.036,0.08073,0.154,0.06327,0.261,0.10629,0.101
2318,0.09202,0.107,0.11927,0.074,0.19749,0.353,0.30743,0.123
2319,0.12677,0.235,0.14847,0.048,0.31685,0.402,0.52005,0.188
2320,0.51629,0.225,0.16851,0.056,0.41111,0.443,0.6839,0.212
2321,0.55437,0.329,0.18519,0.116,0.53417,0.458,0.79093,0.234
2322,0.15665,0.343,0.17725,0.254,0.57933,0.487,0.8408,0.251
2323,0.11364,0.326,0.19843,0.403,0.59811,0.525,0.82281,0.266
2324,0.0766,0.294,0.18863,0.543,0.56313,0.557,0.73741,0.266
2325,0.0518,0.24,0.13299,0.627,0.50558,0.595,0.61064,0.278
2326,0.04933,0.197,0.05771,0.601,0.39891,0.592,0.41282,0.297
2327,0.01808,0.21,0.01255,0.58,0.21841,0.49,0.18635,0.286
2328,0,0.216,0,0.559,0.01872,0.377,0.01891,0.344
2329,0,0.196,0,0.557,0,0.383,0,0.402
2330,0,0.17,0,0.554,0,0.395,0,0.389
2331,0,0.15,0,0.565,0,0.432,0,0.329
2332,0,0.131,0,0.553,0,0.461,0,0.261
2333,0,0.115,0,0.521,0,0.454,0,0.22
2334,0,0.092,0,0.504,0,0.405,0,0.19
2335,0,0.077,0,0.504,0,0.349,0,0.163
2336,0,0.037,0,0.515,0,0.3,0,0.132
2337,0,0.024,0,0.546,0,0.221,0,0.092
2338,0,0.018,0,0.598,0,0.152,0,0.075
2339,0,0.02,0.00039,0.665,0,0.108,0,0.059
2340,0.01333,0.102,0.01567,0.703,0,0.07,0.00303,0.049
2341,0.04132,0.191,0.06202,0.727,0.08614,0.019,0.10709,0.044
2342,0.09776,0.319,0.11119,0.768,0.27822,0.001,0.30693,0.072
2343,0.14582,0.351,0.1246,0.831,0.46622,0.001,0.51611,0.135
2344,0.13838,0.359,0.11978,0.871,0.61955,0.001,0.69617,0.167
2345,0.16687,0.367,0.12053,0.881,0.7289,0.002,0.81263,0.214
2346,0.13827,0.374,0.15791,0.889,0.7741,0.003,0.861,0.263
2347,0.17775,0.378,0.16013,0.897,0.7929,0.01,0.84971,0.303
2348,0.24221,0.384,0.1221,0.903,0.75142,0.022,0.7615,0.326
2349,0.25691,0.381,0.10469,0.86,0.64867,0.024,0.64185,0.321
2350,0.13963,0.345,0.07861,0.746,0.46943,0.021,0.4506,0.287
2351,0.03176,0.318,0.01854,0.529,0.23151,0.01,0.21494,0.227
2352,0,0.307,0,0.282,0.02179,0.005,0.01976,0.203
2353,0,0.308,0,0.111,0,0.002,0,0.206
2354,0,0.312,0,0.019,0,0.001,0,0.185
2355,0,0.316,0,0.003,0,0.003,0,0.158
2356,0,0.324,0,0.001,0,0.008,0,0.143
2357,0,0.312,0,0,0,0.011,0,0.132
2358,0,0.292,0,0,0,0.014,0,0.119
2359,0,0.255,0,0,0,0.014,0,0.112
2360,0,0.219,0,0,0,0.012,0,0.104
2361,0,0.18,0,0.001,0,0.008,0,0.103
2362,0,0.158,0,0.002,0,0.003,0,0.098
2363,0,0.134,0.00167,0.004,0,0.002,0,0.097
2364,0.06231,0.118,0.0398,0.008,0,0.002,0.00443,0.104
2365,0.20884,0.133,0.10595,0.013,0.09747,0,0.05729,0.088
2366,0.3465,0.143,0.18061,0.019,0.3272,0,0.10856,0.102
2367,0.44816,0.25,0.2438,0.038,0.54139,0,0.13131,0.113
2368,0.44569,0.169,0.32475,0.062,0.70057,0,0.10555,0.103
2369,0.39242,0.1,0.37228,0.088,0.79336,0,0.14058,0.088
2370,0.32709,0.119,0.37384,0.107,0.82338,0,0.1837,0.073
2371,0.26971,0.203,0.3505,0.147,0.80385,0,0.18039,0.06
2372,0.18291,0.257,0.27423,0.162,0.7111,0,0.13132,0.048
2373,0.14857,0.246,0.20573,0.177,0.54782,0.001,0.13093,0.031
2374,0.10687,0.231,0.11135,0.17,0.35606,0.001,0.12113,0.016
2375,0.03203,0.235,0.02269,0.179,0.17218,0.004,0.06303,0.004
2376,0,0.252,0,0.226,0.02839,0.012,0.01492,0
2377,0,0.272,0,0.248,0,0.016,0,0
2378,0,0.298,0,0.249,0,0.017,0,0
2379,0,0.358,0,0.241,0,0.015,0,0
2380,0,0.416,0,0.215,0,0.013,0,0
2381,0,0.467,0,0.179,0,0.012,0,0
2382,0,0.511,0,0.147,0,0.011,0,0
2383,0,0.543,0,0.124,0,0.01,0,0
2384,0,0.545,0,0.115,0,0.008,0,0
2385,0,0.545,0,0.123,0,0.007,0,0
2386,0,0.543,0,0.13,0,0.005,0,0
2387,0,0.537,0.00356,0.147,0,0.005,0,0
2388,0.02179,0.526,0.06893,0.164,0,0.003,0.00133,0
2389,0.05981,0.56,0.20113,0.201,0.08162,0.001,0.03004,0
2390,0.08219,0.596,0.32245,0.271,0.24811,0,0.07095,0
2391,0.09093,0.59,0.41444,0.305,0.42213,0,0.11566,0
2392,0.10213,0.472,0.46542,0.352,0.58196,0,0.11428,0
2393,0.11908,0.462,0.48335,0.475,0.70494,0,0.16391,0
2394,0.12151,0.46,0.45098,0.608,0.76305,0,0.18574,0
2395,0.10249,0.456,0.40401,0.631,0.75207,0,0.23663,0
2396,0.09356,0.442,0.29809,0.585,0.67949,0,0.16076,0
2397,0.08372,0.425,0.15656,0.492,0.55473,0.001,0.15417,0
2398,0.07413,0.347,0.05201,0.459,0.40202,0.002,0.12286,0
2399,0.02702,0.287,0.01317,0.491,0.20785,0.005,0.06573,0
2400,0,0.288,0,0.562,0.02534,0.012,0.01979,0
2401,0,0.319,0,0.614,0,0.016,0,0
2402,0,0.287,0,0.686,0,0.017,0,0
2403,0,0.31,0,0.745,0,0.016,0,0.003
2404,0,0.323,0,0.794,0,0.019,0,0.009
2405,0,0.349,0,0.681,0,0.034,0,0.028
2406,0,0.351,0,0.475,0,0.053,0,0.049
2407,0,0.342,0,0.386,0,0.078,0,0.072
2408,0,0.334,0,0.408,0,0.104,0,0.082
2409,0,0.32,0,0.47,0,0.106,0,0.101
2410,0,0.312,0,0.564,0,0.093,0,0.113
2411,0,0.292,0.00247,0.715,0,0.076,0,0.126
2412,0.06983,0.312,0.03551,0.849,0,0.053,0.00628,0.13
2413,0.23002,0.362,0.06513,0.972,0.10242,0.016,0.10062,0.135
2414,0.42802,0.372,0.07685,0.995,0.32756,0.002,0.21279,0.168
2415,0.43049,0.356,0.08503,0.984,0.54006,0.004,0.16342,0.201
2416,0.7558,0.333,0.08661,0.805,0.70551,0.011,0.11685,0.244
2417,0.79884,0.313,0.09344,0.629,0.81029,0.026,0.1139,0.267
2418,0.80866,0.297,0.11288,0.575,0.85262,0.046,0.1619,0.283
2419,0.76967,0.27,0.10948,0.443,0.85021,0.072,0.18662,0.278
2420,0.6509,0.238,0.12909,0.299,0.78993,0.11,0.18512,0.269
2421,0.47649,0.213,0.1814,0.239,0.66633,0.156,0.13759,0.256
2422,0.25754,0.147,0.10444,0.215,0.48063,0.199,0.07501,0.217
2423,0.04407,0.072,0.02137,0.229,0.24447,0.191,0.02924,0.147
2424,0,0.111,0,0.242,0.01942,0.197,0.00956,0.131
2425,0,0.117,0,0.232,0,0.206,0,0.131
2426,0,0.127,0,0.233,0,0.186,0,0.12
2427,0,0.158,0,0.332,0,0.164,0,0.099
2428,0,0.161,0,0.535,0,0.153,0,0.079
2429,0,0.139,0,0.726,0,0.148,0,0.057
2430,0,0.104,0,0.779,0,0.142,0,0.047
2431,0,0.073,0,0.772,0,0.146,0,0.04
2432,0,0.045,0,0.748,0,0.149,0,0.037
2433,0,0.021,0,0.623,0,0.113,0,0.031
2434,0,0.006,0,0.435,0,0.085,0,0.028
2435,0,0.001,0.0054,0.267,0,0.063,0,0.025
2436,0.09707,0,0.06916,0.148,0,0.043,0.01049,0.021
2437,0.25244,0,0.17543,0.081,0.10857,0.016,0.11454,0.017
2438,0.41579,0.02,0.30199,0.047,0.33056,0.022,0.28975,0.017
2439,0.52617,0.026,0.4084,0.035,0.5339,0.06,0.51675,0.013
2440,0.65044,0.031,0.48531,0.029,0.69048,0.075,0.68342,0.006
2441,0.69348,0.045,0.54332,0.03,0.79639,0.088,0.69217,0.005
2442,0.70648,0.06,0.52283,0.044,0.83728,0.104,0.51728,0.006
2443,0.57995,0.076,0.48137,0.053,0.82066,0.121,0.31845,0.006
2444,0.36224,0.103,0.35467,0.107,0.74469,0.136,0.22224,0.005
2445,0.35581,0.097,0.17437,0.215,0.60887,0.143,0.2048,0.005
2446,0.22295,0.09,0.09914,0.398,0.43973,0.139,0.1596,0.004
2447,0.04434,0.12,0.02828,0.669,0.22593,0.086,0.09144,0.002
2448,0,0.163,0,0.896,0.02379,0.097,0.02574,0.001
2449,0,0.231,0,0.995,0,0.131,0,0.001
2450,0,0.225,0,1,0,0.137,0,0.004
2451,0,0.256,0,1,0,0.134,0,0.011
2452,0,0.219,0,1.001,0,0.123,0,0.017
2453,0,0.182,0,0.995,0,0.118,0,0.022
2454,0,0.146,0,0.993,0,0.106,0,0.026
2455,0,0.123,0,0.995,0,0.093,0,0.026
2456,0,0.139,0,0.993,0,0.08,0,0.022
2457,0,0.148,0,0.994,0,0.077,0,0.023
2458,0,0.122,0,1,0,0.08,0,0.019
2459,0.00127,0.09,0.00556,0.999,0,0.083,0,0.016
2460,0.08365,0.057,0.06969,0.993,0,0.079,0.00729,0.013
2461,0.26119,0.069,0.15866,0.988,0.07551,0.065,0.02715,0.013
2462,0.4011,0.082,0.33856,0.999,0.19338,0.059,0.09147,0.022
2463,0.53476,0.082,0.51049,1,0.28149,0.048,0.19581,0.027
2464,0.64429,0.075,0.57878,1,0.35677,0.044,0.21542,0.031
2465,0.67838,0.058,0.60248,1.001,0.459,0.041,0.23018,0.029
2466,0.64107,0.042,0.55579,1.001,0.50164,0.044,0.12187,0.018
2467,0.65359,0.02,0.48416,1,0.44159,0.056,0.09283,0.007
2468,0.51976,0.007,0.39267,1,0.34327,0.087,0.11109,0.002
2469,0.27692,0.004,0.29597,1.001,0.29759,0.15,0.088,0
2470,0.13586,0.001,0.17635,1.001,0.20359,0.202,0.04509,0
2471,0.03701,0.001,0.03986,1,0.11656,0.208,0.03717,0
2472,0,0.002,0,1,0.02579,0.216,0.0102,0
2473,0,0.005,0,0.997,0,0.262,0,0
2474,0,0.015,0,0.98,0,0.3,0,0.001
2475,0,0.017,0,0.942,0,0.315,0,0.007
2476,0,0.015,0,0.926,0,0.323,0,0.012
2477,0,0.017,0,0.952,0,0.316,0,0.014
2478,0,0.018,0,0.996,0,0.315,0,0.013
2479,0,0.019,0,1,0,0.3,0,0.011
2480,0,0.031,0,1,0,0.286,0,0.008
2481,0,0.029,0,1,0,0.246,0,0.004
2482,0,0.024,0,1,0,0.204,0,0.003
2483,0.00273,0.056,0.00714,1,0,0.166,0,0.003
2484,0.11983,0.035,0.10126,1,0,0.131,0.00749,0.005
2485,0.3469,0.03,0.26167,1,0.10197,0.132,0.04401,0.007
2486,0.54628,0.006,0.40679,1,0.31131,0.124,0.07409,0.016
2487,0.69182,0.001,0.5081,1,0.52194,0.097,0.08444,0.037
2488,0.79181,0,0.56518,1,0.69289,0.085,0.05984,0.068
2489,0.82389,0,0.59728,1,0.80701,0.074,0.06206,0.103
2490,0.80516,0,0.58918,1,0.84137,0.073,0.0546,0.147
2491,0.73008,0,0.53286,1,0.83303,0.077,0.05575,0.188
2492,0.59249,0,0.43459,1,0.73925,0.096,0.05676,0.24
2493,0.42825,0,0.32607,1.001,0.60147,0.119,0.055,0.289
2494,0.2356,0,0.18283,1.001,0.41941,0.145,0.04769,0.357
2495,0.04691,0,0.04159,1.001,0.21361,0.173,0.02993,0.417
2496,0,0.012,0,1,0.029,0.195,0.00445,0.471
2497,0,0.032,0,0.998,0,0.224,0,0.5
2498,0,0.062,0,0.99,0,0.238,0,0.557
2499,0,0.074,0,0.977,0,0.235,0,0.632
